Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Scheduled_Payment__c,OrderApi__API_Amount__c,OrderApi__AVS_Code__c,OrderApi__AVS_Message__c,OrderApi__Account__c,OrderApi__Bank_Account_Holder_Type__c,OrderApi__Bank_Account_Number__c,OrderApi__Bank_Account_Type__c,OrderApi__Bank_Name__c,OrderApi__Bank_Routing_Number__c,OrderApi__Batch__c,OrderApi__Billing_City__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__CVV_Code__c,OrderApi__CVV_Message__c,OrderApi__Cancelled__c,OrderApi__Card_Number__c,OrderApi__Card_Type__c,OrderApi__Contact__c,OrderApi__Create_Payment_Schedule__c,OrderApi__Currency_Code__c,OrderApi__Date__c,OrderApi__Deposit_Account__c,OrderApi__Description__c,OrderApi__Eligible_for_Card_Updater__c,OrderApi__Email__c,OrderApi__Entity__c,OrderApi__Error_Code__c,OrderApi__Errors__c,OrderApi__First_Name__c,OrderApi__First_Six_Digits__c,OrderApi__Full_Name__c,OrderApi__Gateway_Token__c,OrderApi__Gateway_Transaction_ID__c,OrderApi__Has_Errors__c,OrderApi__IP_Address__c,OrderApi__Is_Scheduled__c,OrderApi__Last_4_Digits__c,OrderApi__Last_Four_Digits__c,OrderApi__Last_Name__c,OrderApi__Merchant_Location_Descriptor__c,OrderApi__Merchant_Name_Descriptor__c,OrderApi__Message__c,OrderApi__Month__c,OrderApi__Number__c,OrderApi__Number_of_Installments__c,OrderApi__On_Test_Gateway__c,OrderApi__Order_ID__c,OrderApi__Path__c,OrderApi__Payment_Gateway__c,OrderApi__Payment_Method_Token__c,OrderApi__Payment_Method_Type__c,OrderApi__Payment_Method__c,OrderApi__Pending__c,OrderApi__Phone__c,OrderApi__Receipt_Created__c,OrderApi__Reference_Token__c,OrderApi__Refund_Receipt__c,OrderApi__Retain_on_Success__c,OrderApi__Sales_Order__c,OrderApi__Schedule_Frequency__c,OrderApi__Schedule_Type__c,OrderApi__Source_Code__c,OrderApi__Start_Date__c,OrderApi__Status__c,OrderApi__Storage_State__c,OrderApi__Succeeded__c,OrderApi__Total__c,OrderApi__Transaction_Token__c,OrderApi__Transaction_Type__c,OrderApi__Verification_Value__c,OrderApi__Year__c,OrderApi__Amount__c,OrderApi__API_Response__c,OrderApi__EPayment__c,OrderApi__Is_Voided__c,OrderApi__Process_Payment__c,OrderApi__Process_Void__c,OrderApi__State__c,OrderApi__Is_ThreeDS__c,LastReferencedDate,OrderApi__Scheduled_Payment__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Batch__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Deposit_Account__r.Name,OrderApi__Payment_Gateway__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c,OrderApi__Refund_Receipt__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Source_Code__r.Name,OrderApi__EPayment__r.External_Id__c
a0z4W00000hqL8WQAU,false,0000000206,51,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,229167,,,0014W000021flzSQAQ,,,,,,,Thái Nguyên,KG,132431543,Virginia,qewdasdsad,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8ThQAL,false,USD,2020-02-10,a104W00000FuSwjQAF,Sales Order #000002144,false,,Contact,,,Diego,411111,Diego Alzugaray,S3cC7nvTH0SezBYdmrX48h46kat,60,false,,false,,1111,Alzugaray,,,Succeeded!,1,,,false,000002144,/aura,a184W00000Ejm3VQAR,RhQe8M03R35TTG6QU5diHUgqNC3,credit_card,a194W000009HjmCQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,2291.67,IWOu3yaEPpeYkoN12HiEjQZqUzC,Purchase,,2025,2291.67,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,62,1000 - Cash,3,9,,,,
a0z4W00000hqL8XQAU,false,0000000207,52,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,7500,,,0014W000021flzaQAA,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8SAQA1,false,USD,2020-02-21,a104W00000FuSwjQAF,Sales Order #000002180,false,,Contact,,,Jenifer,411111,Jenifer Alonzo,S3cC7nvTH0SezBYdmrX48h46kat,51,false,,false,,1111,Alonzo,,,Succeeded!,1,,,false,000002180,/LightningMemberPortal/aura,a184W00000Ejm3VQAR,OwtJlV7Rc3QbxlBqumHJrSuN8b1,credit_card,a194W000009HjmDQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,75,3qvzatI0B9k1wGKfrU0NcHnGMSH,Purchase,,2021,75,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,126,,FON-International Association,95,1000 - Cash,3,10,,,,
a0z4W00000hqL8YQAU,false,0000000208,53,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,3000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8U0QAL,false,USD,2020-03-02,a104W00000FuSwjQAF,Sales Order #000002200,false,,Contact,,,Nishkam,411111,Nishkam Agnihotri,S3cC7nvTH0SezBYdmrX48h46kat,52,false,,false,,1111,Agnihotri,,,Succeeded!,1,,,false,000002200,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,F7hiHKZGX7aAvv5L9XjtLtEZMwt,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,30,BZc4kydVGpmSwNTpvohPBxEJ8zk,Purchase,,2029,30,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,97,1000 - Cash,3,,,,,
a0z4W00000hqL8ZQAU,false,0000000209,54,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,3000,,,0014W000021flzVQAQ,,,,,,,Reston,United States,20191,VA,12310 Sunrise Valley Drive,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8SBQA1,false,USD,2020-03-05,a104W00000FuSwjQAF,Sales Order #000002204,false,,Contact,,,Sandy,411111,Sandy Carter,S3cC7nvTH0SezBYdmrX48h46kat,44,false,,false,,1111,Carter,,,Succeeded!,1,,,false,000002204,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,RCbUOE9sEKI1Rg2uLGw5Bg4R2LH,credit_card,a194W000009HjmEQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,30,RypSOjJUhFQHtMP5DBCNnHzJ4Z8,Purchase,,2021,30,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,98,1000 - Cash,3,11,,,,
a0z4W00000hqL8PQAU,false,0000000199,55,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,10000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TpQAL,false,USD,2019-12-12,a104W00000FuSwjQAF,Sales Order #000002115,false,,Contact,,,bhjbhj,411111,bhjbhj ftfg,S3cC7nvTH0SezBYdmrX48h46kat,57,false,,false,,1111,ftfg,,,Succeeded!,1,,,false,000002115,/aura,a184W00000Ejm3VQAR,E9tdStSPR08wjqfWLioty7lAM2C,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,100,19nXPcsUTj5MHr760dEhcQY7BoX,Purchase,,2021,100,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,73,1000 - Cash,3,,,,,
a0z4W00000hqL8aQAE,false,0000000211,56,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,208333,,,0014W000021flzTQAQ,,,,,,,Arlington,United States,22201,Virginia,932 N Kenmore St,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8RzQAL,false,USD,2020-03-06,a104W00000FuSwjQAF,Sales Order #000002207,false,,Contact,,,Jim,411111,Jim Nugget,S3cC7nvTH0SezBYdmrX48h46kat,67,false,,false,,1111,Nugget,,,Succeeded!,1,,,false,000002207,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,2egpQwc1hGrqEq7QMcUpZGeax7B,credit_card,a194W000009Hjm6QAC,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,2083.33,4ysADCzers7Xly6KiyCaas3Mg4V,Purchase,,2022,2083.33,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,82,,FON-International Association,246,1000 - Cash,3,3,,,,
a0z4W00000hqL8bQAE,false,0000000212,57,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,15000,,,0014W000021flzTQAQ,,,,,,,Arlington,United States,22201,Virginia,932 N Kenmore St,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8RzQAL,false,USD,2020-03-06,a104W00000FuSwjQAF,Sales Order #000002208,false,,Contact,,,Jim,411111,Jim Nugget,S3cC7nvTH0SezBYdmrX48h46kat,50,false,,false,,1111,Nugget,,,Succeeded!,1,,,false,000002208,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,2egpQwc1hGrqEq7QMcUpZGeax7B,credit_card,a194W000009Hjm6QAC,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,150,WVXtr34zHqwj8FlmbW4RDK7Cvja,Purchase,,2022,150,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,82,,FON-International Association,246,1000 - Cash,3,3,,,,
a0z4W00000hqL8cQAE,false,0000000213,58,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,140000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8SCQA1,false,USD,2020-03-17,a104W00000FuSwjQAF,Sales Order #000002221,false,,Contact,,,sneha,411111,sneha test1,S3cC7nvTH0SezBYdmrX48h46kat,45,false,,false,,1111,test1,,,Succeeded!,1,,,false,000002221,/sfsites/aura,a184W00000Ejm3VQAR,3W944mrfUWInnEWfqZjS2jZ03NV,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,1400,3783kas9HoEyGFZf30xoLFpnsuw,Purchase,,2024,1400,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,102,1000 - Cash,3,,,,,
a0z4W00000hqL7gQAE,false,0000000151,59,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,25000,,,0014W000021flzSQAQ,,,,,,,Northeast,United States,20017,Washington DC,3110 10th street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8RyQAL,false,USD,2019-07-29,a104W00000FuSwjQAF,Sales Order #000001969,false,,Contact,,,Leila,411111,Leila Simon,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Simon,,,Succeeded!,1,,,false,,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,8SBeGYAsOW0d98DOhb7RQtSYEmC,credit_card,a194W000009Hjm5QAC,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,250,GVCcUrlkOTHFwKMgXG0ojeTaUG,Purchase,,2022,250,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,296,1000 - Cash,3,2,,,,
a0z4W00000hqL7hQAE,false,0000000154,60,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,20000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8S1QAL,false,USD,2019-08-09,a104W00000FuSwjQAF,Sales Order #000001978,false,,Contact,,,prathyusha,411111,prathyusha Test,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Test,,,Succeeded!,4,,,false,,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,4EfPtTBNkfjoj4f253qCjpQj1cz,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,200,NEwNpAaP3xkya8Yn5MT6RmihYwO,Purchase,,2021,200,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,49,1000 - Cash,3,,,,,
a0z4W00000hqL7iQAE,false,0000000155,61,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,40000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8S1QAL,false,USD,2019-08-09,a104W00000FuSwjQAF,Sales Order #000001979,false,,Contact,,,prathyusha,411111,prathyusha Test,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Test,,,Succeeded!,1,,,false,,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,B1Xmbh5pgtCRwzVySdBzQbmZVa5,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,400,ATqk1JvegTnBjIlAZKbS1TXQ40A,Purchase,,2025,400,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,49,1000 - Cash,3,,,,,
a0z4W00000hqL7jQAE,false,0000000156,62,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,8750,,,0014W000021flzSQAQ,,,,,,,San Francisco,United States,94108,California,131 Waverly Pl,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8UVQA1,false,USD,2019-08-13,a104W00000FuSwjQAF,Sales Order #000001981,false,,Contact,,,Justin,411111,Justin Pratt,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Pratt,,,Succeeded!,1,,,false,,/aura,a184W00000Ejm3VQAR,BqdypttOwYbyAIcQrIEi9GHVDeI,credit_card,a194W000009Hjm8QAC,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,87.5,OLuNVeQhnfSKs41iI3WPbEVowRz,Purchase,,2022,87.5,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,279,1000 - Cash,3,5,,,,
a0z4W00000hqL7kQAE,false,0000000157,63,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,20000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,,false,USD,2019-08-13,a104W00000FuSwjQAF,Sales Order #000001985,false,,Contact,,,Test,411111,Test Test2,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Test2,,,Succeeded!,3,,,false,,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,U8XHyfneZOO5QRIU6s6IA4wX4AM,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,200,MlkqyboH3AzruAxaYTH9vLg9ENo,Purchase,,2023,200,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,,1000 - Cash,3,,,,,
a0z4W00000hqL7lQAE,false,0000000158,64,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,1000000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TZQA1,false,USD,2019-08-14,a104W00000FuSwjQAF,Sales Order #000001989,false,,Contact,,,Jack,411111,Jack Nicholson,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Nicholson,,,Succeeded!,1,,,false,,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,WwbtpQkZDFAkL5V9RuxqIt0JUsn,credit_card,a194W000009Hjm9QAC,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,10000,6EqAZ4zVBvuravSSWHZ8jp9FgEs,Purchase,,2022,10000,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,50,1000 - Cash,3,6,,,,
a0z4W00000hqL7mQAE,false,0000000160,65,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,152500,,,0014W000021flzSQAQ,,,,,,,Arlington,United States,22209,VA,1121 Arlington Boulevard,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8T6QAL,false,USD,2019-09-10,a104W00000FuSwjQAF,Sales Order #000001817,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Kelley,,,Succeeded!,1,,,false,,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,JC2sfv4il1kgyJJgHNhe3pyofKH,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,1525,G8oBiFf7t0YmFCEKN9dwkar0nTi,Purchase,,2025,1525,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,38,1000 - Cash,3,,,,,
a0z4W00000hqL7nQAE,false,0000000161,66,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,1000000,,,0014W000021flzVQAQ,,,,,,,Ossining,United States,10562,NY,Whitetail Circle,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TaQAL,false,USD,2019-09-18,a104W00000FuSwjQAF,Sales Order #000002017,false,,Contact,,,Kristin,411111,Kristin Richeimer,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Richeimer,,,Succeeded!,1,,,false,,/aura,a184W00000Ejm3VQAR,1zHiJRlP5fVmpxJTT5pPBbHZgrj,credit_card,a194W000009HjmAQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,10000,DelIswYhQ865CH4W7cXppRpMEKF,Purchase,,2022,10000,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,51,1000 - Cash,3,7,,,,
a0z4W00000hqL7oQAE,false,0000000162,67,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,30000,,,0014W000021flzSQAQ,,,,,,,Arlington,United States,22209,VA,1121 Arlington Boulevard,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8T6QAL,false,USD,2019-09-20,a104W00000FuSwjQAF,Sales Order #000002024,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Kelley,,,Succeeded!,1,,,false,,/aura,a184W00000Ejm3VQAR,RrwW1IntfrtzQbZfV2YJEhJ95m6,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,300,S7VqYYznZn6jFvEknypUXdp7NvX,Purchase,,2020,300,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,38,1000 - Cash,3,,,,,
a0z4W00000hqL7pQAE,false,0000000163,68,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,2000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,,false,USD,2019-10-09,a104W00000FuSwjQAF,Sales Order #000002028,false,,Contact,,,apatel patel,411111,apatel patel tst,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,tst,,,Succeeded!,1,,,false,,/aura,a184W00000Ejm3VQAR,GXjU6GpqsakNDXsAIBEGfqIZWE2,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,20,3Z0uXJbfV84om8GsXAbyu2OrMxS,Purchase,,2024,20,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,,1000 - Cash,3,,,,,
a0z4W00000hqL7qQAE,false,0000000164,69,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,2000000,,,0014W000021flzVQAQ,,,,,,,Columbia,United States,21045,MD,5450 Knoll North Drive,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TbQAL,false,USD,2019-10-10,a104W00000FuSwjQAF,Sales Order #000002030,false,,Contact,,,bob,411111,bob kelley,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,kelley,,,Succeeded!,4,,,false,,/aura,a184W00000Ejm3VQAR,IF4TqGniXwX3SD4o4nhBmrKHk3U,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,20000,AoDYGAmv5KtPwUgHeTIZB2G2Rpw,Purchase,,2025,20000,,,false,false,false,succeeded,false,2020-09-15T12:14:55.000+0000,,67,,FON-International Association,52,1000 - Cash,3,,,,,
a0z4W00000hqL8dQAE,false,0000000214,70,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,80000,,,0014W000021flzSQAQ,,,,,,,Thái Nguyên,KG,132431543,Virginia,qewdasdsad,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8S9QAL,false,USD,2020-03-30,a104W00000FuSwjQAF,Sales Order #000002242,false,,Contact,,,Caroline,411111,Caroline Qureshi,S3cC7nvTH0SezBYdmrX48h46kat,68,false,,false,,1111,Qureshi,,,Succeeded!,1,,,false,000002242,/aura,a184W00000Ejm3VQAR,7FJgN9ZkblaEIYlFeVqSJVFWmJw,credit_card,a194W000009HjmFQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,800,GshkiUSzspOaPR0E5ZH9MzXQttL,Purchase,,2034,800,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,58,1000 - Cash,3,13,,,,
a0z4W00000hqL8eQAE,false,0000000215,71,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,95000,,,0014W000021flzSQAQ,,,,,,,Thái Nguyên,KG,132431543,Virginia,qewdasdsad,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8S9QAL,false,USD,2020-03-30,a104W00000FuSwjQAF,Sales Order #000002243,false,,Contact,,,Caroline,411111,Caroline Qureshi,S3cC7nvTH0SezBYdmrX48h46kat,51,false,,false,,1111,Qureshi,,,Succeeded!,1,,,false,000002243,/aura,a184W00000Ejm3VQAR,7FJgN9ZkblaEIYlFeVqSJVFWmJw,credit_card,a194W000009HjmFQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,950,4Qx4jtNo9vsGPVL2KVDan1WuVvD,Purchase,,2034,950,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,58,1000 - Cash,3,13,,,,
a0z4W00000hqL8fQAE,false,0000000216,72,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,100000,,,0014W000021flzSQAQ,,,,,,,Thái Nguyên,KG,132431543,Virginia,qewdasdsad,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8S9QAL,false,USD,2020-03-30,a104W00000FuSwjQAF,Sales Order #000002244,false,,Contact,,,Caroline,411111,Caroline Qureshi,S3cC7nvTH0SezBYdmrX48h46kat,48,false,,false,,1111,Qureshi,,,Succeeded!,1,,,false,000002244,/aura,a184W00000Ejm3VQAR,7FJgN9ZkblaEIYlFeVqSJVFWmJw,credit_card,a194W000009HjmFQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,1000,1GQpj730l03S1dM01miS5yhBbQ8,Purchase,,2034,1000,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,58,1000 - Cash,3,13,,,,
a0z4W00000hqL8gQAE,false,0000000217,73,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,149500,,,0014W000021flzSQAQ,,,,,,,Thái Nguyên,KG,132431543,Virginia,qewdasdsad,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8S9QAL,false,USD,2020-03-30,a104W00000FuSwjQAF,Sales Order #000002245,false,,Contact,,,Caroline,411111,Caroline Qureshi,S3cC7nvTH0SezBYdmrX48h46kat,66,false,,false,,1111,Qureshi,,,Succeeded!,1,,,false,000002245,/aura,a184W00000Ejm3VQAR,7FJgN9ZkblaEIYlFeVqSJVFWmJw,credit_card,a194W000009HjmFQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,1495,6fzFYWPIc0wT1CqVWHBFSI0F3Zj,Purchase,,2034,1495,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,58,1000 - Cash,3,13,,,,
a0z4W00000hqL8hQAE,false,0000000218,74,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,245500,,,0014W000021flzSQAQ,,,,,,,Thái Nguyên,KG,132431543,Virginia,qewdasdsad,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8S9QAL,false,USD,2020-03-30,a104W00000FuSwjQAF,Sales Order #000002246,false,,Contact,,,Caroline,411111,Caroline Qureshi,S3cC7nvTH0SezBYdmrX48h46kat,68,false,,false,,1111,Qureshi,,,Succeeded!,1,,,false,000002246,/aura,a184W00000Ejm3VQAR,7FJgN9ZkblaEIYlFeVqSJVFWmJw,credit_card,a194W000009HjmFQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,2455,QM2Y2XZl7GqNNaLZSL4FOSU5rjB,Purchase,,2034,2455,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,58,1000 - Cash,3,13,,,,
a0z4W00000hqL8iQAE,false,0000000219,75,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,275500,,,0014W000021flzSQAQ,,,,,,,Thái Nguyên,KG,132431543,Virginia,qewdasdsad,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8S9QAL,false,USD,2020-03-30,a104W00000FuSwjQAF,Sales Order #000002247,false,,Contact,,,Caroline,411111,Caroline Qureshi,S3cC7nvTH0SezBYdmrX48h46kat,46,false,,false,,1111,Qureshi,,,Succeeded!,1,,,false,000002247,/aura,a184W00000Ejm3VQAR,7FJgN9ZkblaEIYlFeVqSJVFWmJw,credit_card,a194W000009HjmFQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,2755,GPJdwi3AByOcwmHQVKVrMxMLwQr,Purchase,,2034,2755,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,58,1000 - Cash,3,13,,,,
a0z4W00000hqL8qQAE,false,0000000227,76,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,1000000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8UGQA1,false,USD,2020-05-06,a104W00000FuSwjQAF,Sales Order #000002317,false,,Contact,,,May,411111,May 6,S3cC7nvTH0SezBYdmrX48h46kat,50,false,,false,,1111,6,,,Succeeded!,1,,,false,000002317,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,Xkx0t9uIsjhe58I1hX6L8u8DDec,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,10000,VddsMzy0vSH5cfU4vxCjBcXKGfk,Purchase,,2022,10000,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,210,1000 - Cash,3,,,,,
