Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Invoice__c,OrderApi__Activation_Date__c,OrderApi__Adjustment_Reason__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Credit_Memo__c,OrderApi__Deferred_Revenue_Adjustment__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Is_Adjustment__c,OrderApi__Is_Posted__c,OrderApi__Is_Renewal__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Parent_Sales_Order_Line__c,OrderApi__Posted_Date__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__AR_Account__c,OrderApi__Adjustments__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Contact__c,OrderApi__Credits_Applied__c,OrderApi__Invoice_Line__c,OrderApi__Is_Child_Line__c,OrderApi__Payment_Priority__c,OrderApi__Credit_Note__c,OrderApi__Tax_Amount__c,OrderApi__Total_with_Tax__c,OrderApi__Invoice__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Credit_Memo__r.External_Id__c,OrderApi__GL_Account__r.Name,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Parent_Sales_Order_Line__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Subscription_Plan__r.Name,OrderApi__Subscription__r.External_Id__c,OrderApi__AR_Account__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Credit_Note__r.External_Id__c
a114W00000LFqL8QAL,false,0000001110,528,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEt6QAF,2016-11-28,,true,a0o4W00000MOvweQAD,true,,false,2017-11-27,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDMQA2,a154W000008mjpAQAQ,Institutional Membership,2500,,,true,,1,2500,a1I4W00000H4K2OUAV,Oyster Bay,Max Foxworth,United States,,New York,,,,2500,false,0,2500,a104W00000FuSwjQAF,0,0,0,2500,,0,,false,,,,,488,FON-International Association,,1000 - Cash,123,543,,,1982,,,1000 - Cash,,,
a114W00000LFqPwQAL,false,0000001418,529,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEuoQAF,2014-05-12,,true,a0o4W00000MOvweQAD,true,,false,2114-05-12,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDHQA2,a154W000008mjpSQAQ,Student Membership,45,,,true,,1,25,a1I4W00000H4K58UAF,Muskegon,Anne Pratt,United States,49444,Michigan,,,,25,false,0,25,a104W00000FuSwjQAF,0,0,0,25,,0,,false,,,,,209,FON-International Association,,1000 - Cash,119,514,,,1214,,,1000 - Cash,,,
a114W00000LFqPxQAL,false,0000001419,530,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEuoQAF,2014-05-12,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,a1I4W00000H4K59UAF,Muskegon,Anne Pratt,United States,49444,Michigan,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,209,FON-International Association,,1000 - Cash,116,480,,,1215,,,1000 - Cash,,,
a114W00000LFqPyQAL,false,0000001420,531,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEuoQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000H4K5AUAV,Muskegon,Anne Pratt,United States,49444,Michigan,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,209,FON-International Association,,1000 - Cash,114,,,,1216,,,1000 - Cash,,,
a114W00000LFqPzQAL,false,0000001421,532,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEupQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDDQA2,a154W000008mjq1QAA,Socks,10,,,false,,1,10,a1I4W00000H4K5BUAV,Muskegon,Anne Pratt,United States,49444,Michigan,,,,10,false,0,10,a104W00000FuSwjQAF,0,0,0,10,,0,,false,,,,,210,FON-International Association,,1000 - Cash,116,451,,,1217,,,1000 - Cash,,,
a114W00000LFqQ0QAL,false,0000001422,533,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEupQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000H4K5CUAV,Muskegon,Anne Pratt,United States,49444,Michigan,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,210,FON-International Association,,1000 - Cash,114,,,,1218,,,1000 - Cash,,,
a114W00000LFqQ1QAL,false,0000001423,534,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEuqQAF,2014-10-04,,true,a0o4W00000MOvweQAD,true,,false,2015-06-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,,,true,,1,225,a1I4W00000H4K5JUAV,BECKENHAM,Delia Copeland,United Kingdom,BR3 3SR,,,,,225,false,0,225,a104W00000FuSwjQAF,0,0,0,225,,0,,false,,,,,211,FON-International Association,,1000 - Cash,119,546,,,1309,,,1000 - Cash,,,
a114W00000LFqQ2QAL,false,0000001424,535,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEuqQAF,2014-10-04,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,a1I4W00000H4K5KUAV,BECKENHAM,Delia Copeland,United Kingdom,BR3 3SR,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,211,FON-International Association,,1000 - Cash,116,480,,,1310,,,1000 - Cash,,,
a114W00000LFqQ3QAL,false,0000001425,536,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEuqQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000H4K5LUAV,BECKENHAM,Delia Copeland,United Kingdom,BR3 3SR,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,211,FON-International Association,,1000 - Cash,114,,,,1311,,,1000 - Cash,,,
a114W00000LFqQ4QAL,false,0000001426,537,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEurQAF,2017-10-26,,true,a0o4W00000MOvweQAD,true,,false,2018-06-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDHQA2,a154W000008mjp9QAA,Associate Membership,150,,,true,,1,112.5,a1I4W00000H4K5NUAV,BECKENHAM,Delia Flores,United Kingdom,BR3 5JW,,,,,112.5,false,0,112.5,a104W00000FuSwjQAF,0,0,0,112.5,,0,,false,,,,,212,FON-International Association,,1000 - Cash,119,545,,,1313,,,1000 - Cash,,,
a114W00000LFqQ5QAL,false,0000001427,538,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEurQAF,2017-10-26,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,a1I4W00000H4K5OUAV,BECKENHAM,Delia Flores,United Kingdom,BR3 5JW,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,212,FON-International Association,,1000 - Cash,116,480,,,1314,,,1000 - Cash,,,
a114W00000LFqQ6QAL,false,0000001428,539,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEurQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000H4K5PUAV,BECKENHAM,Delia Flores,United Kingdom,BR3 5JW,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,212,FON-International Association,,1000 - Cash,114,,,,1315,,,1000 - Cash,,,
a114W00000LFqQ7QAL,false,0000001429,540,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEusQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDDQA2,a154W000008mjpqQAA,Fonteva Coffee Mug,3,,,false,,1,3,a1I4W00000H4K5QUAV,BECKENHAM,Delia Flores,United Kingdom,BR3 5JW,,,,,3,false,0,3,a104W00000FuSwjQAF,0,0,0,3,,0,,false,,,,,213,FON-International Association,,1000 - Cash,116,482,,,1316,,,1000 - Cash,,,
a114W00000LFqQ8QAL,false,0000001430,541,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEusQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000H4K5RUAV,BECKENHAM,Delia Flores,United Kingdom,BR3 5JW,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,213,FON-International Association,,1000 - Cash,114,,,,1302,,,1000 - Cash,,,
a114W00000LFqQ9QAL,false,0000001431,542,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEutQAF,2014-07-15,,true,a0o4W00000MOvweQAD,true,,false,2114-07-15,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDHQA2,a154W000008mjpSQAQ,Student Membership,45,,,true,,1,25,a1I4W00000H4K5SUAV,BECKENHAM,Elijah Curtis,United Kingdom,BR3 3HL,,,,,25,false,0,25,a104W00000FuSwjQAF,0,0,0,25,,0,,false,,,,,214,FON-International Association,,1000 - Cash,119,514,,,1303,,,1000 - Cash,,,
a114W00000LFqQAQA1,false,0000001432,543,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEutQAF,2014-07-15,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,a1I4W00000H4K5TUAV,BECKENHAM,Elijah Curtis,United Kingdom,BR3 3HL,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,214,FON-International Association,,1000 - Cash,116,480,,,1304,,,1000 - Cash,,,
a114W00000LFqQBQA1,false,0000001433,544,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEutQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000H4K5UUAV,BECKENHAM,Elijah Curtis,United Kingdom,BR3 3HL,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,214,FON-International Association,,1000 - Cash,114,,,,1305,,,1000 - Cash,,,
a114W00000LFqQCQA1,false,0000001434,545,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEuuQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDCQA2,a154W000008mjpvQAA,Research Paper,5,,,false,,1,5,a1I4W00000H4KLRUA3,CHISLEHURST,May Evans,United Kingdom,BR7 5JW,,,,,5,false,0,5,a104W00000FuSwjQAF,0,0,0,5,,0,,false,,,,,215,FON-International Association,,1000 - Cash,117,537,,,1387,,,1000 - Cash,,,
a114W00000LFqQDQA1,false,0000001435,546,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEuvQAF,2015-10-06,,true,a0o4W00000MOvweQAD,true,,false,2115-10-06,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDHQA2,a154W000008mjpSQAQ,Student Membership,45,,,true,,1,25,a1I4W00000H4KLSUA3,New Orleans,Ricardo Norris,United States,70112,Louisiana,,,,25,false,0,25,a104W00000FuSwjQAF,0,0,0,25,,0,,false,,,,,216,FON-International Association,,1000 - Cash,119,514,,,1388,,,1000 - Cash,,,
a114W00000LFqQEQA1,false,0000001436,547,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEuvQAF,2015-10-06,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,a1I4W00000H4KLTUA3,New Orleans,Ricardo Norris,United States,70112,Louisiana,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,216,FON-International Association,,1000 - Cash,116,480,,,1389,,,1000 - Cash,,,
a114W00000LFqQFQA1,false,0000001437,548,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEuvQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000H4KLUUA3,New Orleans,Ricardo Norris,United States,70112,Louisiana,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,216,FON-International Association,,1000 - Cash,114,,,,1390,,,1000 - Cash,,,
a114W00000LFqVIQA1,false,0000001757,549,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvjQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Lunch,0,,,false,,1,0,a1I4W00000H4K85UAF,Zurich,Shawn Schultz,Switzerland,,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,350,FON-International Association,,1000 - Cash,,,,,1537,,,1000 - Cash,,,
a114W00000LFqVJQA1,false,0000001758,550,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvjQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Session 3: Round Table,0,,,false,,1,0,a1I4W00000H4K86UAF,Zurich,Shawn Schultz,Switzerland,,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,350,FON-International Association,,1000 - Cash,,,,,1538,,,1000 - Cash,,,
a114W00000LFqVKQA1,false,0000001759,551,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvjQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Session 4b: How to Lead and Follow,0,,,false,,1,0,a1I4W00000H4K87UAF,Zurich,Shawn Schultz,Switzerland,,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,350,FON-International Association,,1000 - Cash,,,,,1539,,,1000 - Cash,,,
a114W00000LFqVLQA1,false,0000001760,552,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvjQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjq8QAA,Session 4a: Building Successful Teams,0,,,false,,1,0,a1I4W00000H4K88UAF,Zurich,Shawn Schultz,Switzerland,,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,350,FON-International Association,,1000 - Cash,95,435,,,1540,,,1000 - Cash,,,
a114W00000LFqVMQA1,false,0000001761,553,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvjQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqKQAQ,Networking Breakfast,15,,,false,,1,15,a1I4W00000H4K89UAF,Zurich,Shawn Schultz,Switzerland,,,,,,15,false,0,15,a104W00000FuSwjQAF,0,0,0,15,,0,,false,,,,,350,FON-International Association,,1000 - Cash,95,437,,,1541,,,1000 - Cash,,,
a114W00000LFqVNQA1,false,0000001762,554,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvjQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqGQAQ,Season 7a: Maximizing ROI,0,,,false,,1,0,a1I4W00000H4K8AUAV,Zurich,Shawn Schultz,Switzerland,,,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,350,FON-International Association,,1000 - Cash,95,470,,,1542,,,1000 - Cash,,,
a114W00000LFqVOQA1,false,0000001764,555,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvkQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Board of Directors Meeting - Board Member Attendee,0,,,false,,1,0,a1I4W00000H4K8BUAV,Chicago,Beatrice Cohen,United States,60640,Illinois,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,351,FON-International Association,,1000 - Cash,,,,,1543,,,1000 - Cash,,,
a114W00000LFqVPQA1,false,0000001765,556,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Sponsor Registration 2016 Conference,0,,,false,,1,150,a1I4W00000H4K8CUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,150,false,0,150,a104W00000FuSwjQAF,0,0,0,150,,0,,false,,,,,352,FON-International Association,,1000 - Cash,,,,,1544,,,1000 - Cash,,,
a114W00000LFqVQQA1,false,0000001766,557,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Welcome Breakfast,0,,,false,,1,0,a1I4W00000H4K8DUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,352,FON-International Association,,1000 - Cash,,,,,1545,,,1000 - Cash,,,
a114W00000LFqVRQA1,false,0000001767,558,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Lunch,0,,,false,,1,0,a1I4W00000H4K8EUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,352,FON-International Association,,1000 - Cash,,,,,1546,,,1000 - Cash,,,
a114W00000LFqVSQA1,false,0000001768,559,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Session 2a: Creative Brainstorming Methods,0,,,false,,1,0,a1I4W00000H4K8FUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,352,FON-International Association,,1000 - Cash,,,,,1547,,,1000 - Cash,,,
a114W00000LFqVTQA1,false,0000001769,560,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Session 2b: Quality Assurance in Modern Organizations,0,,,false,,1,40,a1I4W00000H4K8GUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,40,false,0,40,a104W00000FuSwjQAF,0,0,0,40,,0,,false,,,,,352,FON-International Association,,1000 - Cash,,,,,1548,,,1000 - Cash,,,
a114W00000LFqVUQA1,false,0000001770,561,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Session 4b: How to Lead and Follow,0,,,false,,1,0,a1I4W00000H4K8HUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,352,FON-International Association,,1000 - Cash,,,,,913,,,1000 - Cash,,,
a114W00000LFqVVQA1,false,0000001771,562,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjq8QAA,Session 4a: Building Successful Teams,0,,,false,,1,0,a1I4W00000H4K8IUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,352,FON-International Association,,1000 - Cash,95,435,,,915,,,1000 - Cash,,,
a114W00000LFqVWQA1,false,0000001772,563,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqHQAQ,Season 5: Managing Complex Projects,0,,,false,,1,0,a1I4W00000H4K8JUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,352,FON-International Association,,1000 - Cash,95,438,,,916,,,1000 - Cash,,,
a114W00000LFqVXQA1,false,0000001773,564,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqIQAQ,Marketing Keynote with Lunch,0,,,false,,1,0,a1I4W00000H4K8KUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,352,FON-International Association,,1000 - Cash,95,440,,,917,,,1000 - Cash,,,
a114W00000LFqVYQA1,false,0000001774,565,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqGQAQ,Season 7a: Maximizing ROI,0,,,false,,1,0,a1I4W00000H4K8LUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,352,FON-International Association,,1000 - Cash,95,470,,,918,,,1000 - Cash,,,
a114W00000LFqVZQA1,false,0000001775,566,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqCQAQ,Season 7b: Minimizing Conflict in High Stress Situations,0,,,false,,1,0,a1I4W00000H4K8MUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,352,FON-International Association,,1000 - Cash,95,471,,,919,,,1000 - Cash,,,
a114W00000LFqVaQAL,false,0000001776,567,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqMQAQ,Closing Keynote,0,,,false,,1,0,a1I4W00000H4K8NUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,352,FON-International Association,,1000 - Cash,95,472,,,920,,,1000 - Cash,,,
a114W00000LFqVbQAL,false,0000001777,568,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEvlQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqLQAQ,Golf Tournament,175,,,false,,1,175,a1I4W00000H4K8OUAV,Bethesda,Verna Rice,United States,20814,Maryland,,,,175,false,0,175,a104W00000FuSwjQAF,0,0,0,175,,0,,false,,,,,352,FON-International Association,,1000 - Cash,95,473,,,921,,,1000 - Cash,,,
