Id,OrderApi__Sales_Order_Line__c,Name,LastReferencedDate,OrderApi__Item__c,OrderApi__Account__c,OrderApi__Activated_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignments_Allowed__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Cancelled_Date__c,OrderApi__Cancelled_Reason__c,OrderApi__Contact__c,OrderApi__Current_Term_End_Date__c,OrderApi__Current_Term_Start_Date__c,OrderApi__Customer_Link__c,OrderApi__Days_To_Lapse__c,OrderApi__Description__c,OrderApi__Enable_Auto_Renew__c,OrderApi__Entity__c,OrderApi__Expired_Date__c,OrderApi__Grace_Period_End_Date__c,OrderApi__In_Grace_Period__c,OrderApi__Is_Active__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Expired__c,OrderApi__Is_Pending__c,OrderApi__Is_Suspended__c,OrderApi__Is_Upgraded__c,OrderApi__Item_Class__c,OrderApi__Last_Amendment_Date__c,OrderApi__Last_Renewed_Date__c,OrderApi__Last_System_Run__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Next_Scheduled_Renewal_Date__c,OrderApi__Paid_Through_Date__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Status__c,OrderApi__Subscription_Plan__c,OrderApi__Suspended_Date__c,OrderApi__Suspended_Reason__c,OrderApi__System_Refresh__c,OrderApi__Upgraded_Date__c,OrderApi__Upgraded_Subscription__c,OrderApi__Valid_Payment_Method__c,OrderApi__Line_Count__c,OrderApi__Renewals__c,OrderApi__Subscription_Dues_Total__c,CPBase__Subscription_Management_Page_Override__c,CPBase__Hide_In_Portal__c,OrderApi__Hide_In_Portal__c,OrderApi__Renewal_Override__c,OrderApi__Subscription_Management_Page_Override__c,OrderApi__Next_Scheduled_Payment_Date__c,OrderApi__Term_Active_Assignments__c,OrderApi__Term_Assignments_Allowed__c,OrderApi__Term_Dues_Total__c,OrderApi__Term_End_Date__c,OrderApi__Term_Start_Date__c,OrderApi__Payment_Method__c,Membership_Type__c,OrderApi__Sales_Order_Line__r.Id,OrderApi__Item__r.Id,OrderApi__Account__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.Id,OrderApi__Item_Class__r.Id,OrderApi__Subscription_Plan__r.Id,OrderApi__Upgraded_Subscription__r.Id,OrderApi__Payment_Method__r.Id
a1S4W000004D1SJUA0,,000000179,,a154W00000926R6QAI,0014W000025FRkKQAW,2013-06-04,0,,0,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof0QAB,2014-06-30,2014-03-03,"<a href=""/0034W00002Dpof0"" target=""_blank"">Justin Pratt</a>",-2285,,false,Contact,2019-01-13,2014-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-13,2019-05-08,,,2014-06-30,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,3,25,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRkKQAW,FON-International Association,0034W00002Dpof0QAB,a134W000009DZGIQA4,a1R4W000004PyfSUAS,,
a1S4W000004D1SKUA0,,000000180,,a154W00000926QuQAI,0014W000025FRlzQAG,2014-04-11,0,,0,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofhQAB,2014-06-30,2014-04-11,"<a href=""/0034W00002Dpofh"" target=""_blank"">Shawn Schultz</a>",-2285,,false,Contact,2019-01-13,2014-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-13,2019-05-08,,,2014-06-30,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,3,37.5,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRlzQAG,FON-International Association,0034W00002DpofhQAB,a134W000009DZGIQA4,a1R4W000004PyfSUAS,,
a1S4W000004D1SLUA0,,000000181,,a154W00000926QuQAI,0014W000025FRkKQAW,2014-09-06,0,,0,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof6QAB,2016-06-30,2016-04-29,"<a href=""/0034W00002Dpof6"" target=""_blank"">Myrtie Payne</a>",-1554,,false,Contact,2019-01-13,2016-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-13,2019-05-08,,,2016-06-30,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,3,125,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRkKQAW,FON-International Association,0034W00002Dpof6QAB,a134W000009DZGIQA4,a1R4W000004PyfSUAS,,
a1S4W000004D1SMUA0,,000000182,,a154W00000926QuQAI,0014W000025FRkKQAW,2014-10-02,0,,0,Northeast,Leila Simon,United States,20017,Washington DC,3110 10th street,a0o4W00000M5SknQAF,true,true,,,0034W00002DpocTQAR,2015-06-30,2015-05-28,"<a href=""/0034W00002DpocT"" target=""_blank"">Leila Simon</a>",-1920,,false,Contact,2019-01-13,2015-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-13,2019-05-08,,,2015-06-30,Northeast,Leila Simon,United States,20017,Washington DC,3110 10th street,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,3,112.5,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRkKQAW,FON-International Association,0034W00002DpocTQAR,a134W000009DZGIQA4,a1R4W000004PyfSUAS,,
a1S4W000004D1SNUA0,,000000184,,a154W00000926QuQAI,0014W000025FRkLQAW,2015-01-08,0,,0,San Francisco,Tom Schultz,United States,94108,California,131 Waverly Pl,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofoQAB,2017-01-29,2016-01-29,"<a href=""/0034W00002Dpofo"" target=""_blank"">Tom Schultz</a>",-1341,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2016-01-29,2019-05-08,,,2017-01-29,San Francisco,Tom Schultz,United States,94108,California,131 Waverly Pl,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,75,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRkLQAW,FON-International Association,0034W00002DpofoQAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1SOUA0,,000000185,,a154W00000926QuQAI,0014W000025FRm3QAG,2014-12-04,0,,0,Oyster Bay,Caroline Lewis,United States,11771,New York,45 Mccouns Ln,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogKQAR,2016-06-23,2015-06-23,"<a href=""/0034W00002DpogK"" target=""_blank"">Caroline Lewis</a>",-1561,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2015-06-23,2019-05-08,,,2016-06-23,Oyster Bay,Caroline Lewis,United States,11771,New York,45 Mccouns Ln,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,87.5,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRm3QAG,FON-International Association,0034W00002DpogKQAR,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1SPUA0,,000000186,,a154W00000926RDQAY,0014W000025FRl7QAG,2014-08-15,0,,0,Bethesda,Verna Rice,United States,20814,Maryland,4623 Rosedale Avenue,a0o4W00000M5SknQAF,true,true,,,0034W00002DpoddQAB,2015-06-30,2014-08-15,"<a href=""/0034W00002Dpodd"" target=""_blank"">Verna Rice</a>",-1920,,false,Contact,2019-01-13,2015-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-13,2019-05-08,,,2015-06-30,Bethesda,Verna Rice,United States,20814,Maryland,4623 Rosedale Avenue,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,2,25,,false,false,,,,0,0,0,,,,Student Membership,,a154W00000926RDQAY,0014W000025FRl7QAG,FON-International Association,0034W00002DpoddQAB,a134W000009DZGIQA4,a1R4W000004PyfSUAS,,
a1S4W000004D1SQUA0,,000000187,,a154W00000926R6QAI,0014W000025FRkMQAW,2015-03-22,0,,0,Bern,Norman Nguyen,Switzerland,,,Schutzenmattstrasse 11,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofxQAB,2016-06-06,2015-06-06,"<a href=""/0034W00002Dpofx"" target=""_blank"">Norman Nguyen</a>",-1578,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2015-06-06,2019-05-08,,,2016-06-06,Bern,Norman Nguyen,Switzerland,,,Schutzenmattstrasse 11,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,100,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRkMQAW,FON-International Association,0034W00002DpofxQAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1SRUA0,,000000188,,a154W00000926QvQAI,0014W000025FRkOQAW,2013-01-28,3,,30,Lake,Lily Lindsey,United States,48632,Michigan,7744 Mystic Lake Dr,a0o4W00000M5SknQAF,true,true,,,0034W00002DpocZQAR,2020-12-01,2013-12-23,"<a href=""/0014W000025FRkO"" target=""_blank"">FON-Ford Motor</a>",61,,false,Account,2018-04-22,2020-12-31,false,true,false,false,false,false,false,a134W000009DZGNQA4,,2013-12-23,2019-05-08,,,2020-12-01,N Flat Rock,Lily Lindsey,United States,48134,Michigan,28305 Sheeks Blvd,Active,a1R4W000004PyfOUAS,,,false,,,false,1,1,2500,,false,false,,,,3,30,7500,2020-12-01,2019-09-01,,Institutional Membership,,a154W00000926QvQAI,0014W000025FRkOQAW,FON-International Association,0034W00002DpocZQAR,a134W000009DZGNQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1SSUA0,,000000189,,a154W00000926R6QAI,0014W000025FRkKQAW,2013-11-15,0,,0,,Michael Groverfield,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpoeyQAB,2016-02-21,2015-02-21,"<a href=""/0034W00002Dpoey"" target=""_blank"">Michael Groverfield</a>",-1684,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2015-02-21,2019-05-08,,,2016-02-21,,Michael Groverfield,,,,,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,200,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRkKQAW,FON-International Association,0034W00002DpoeyQAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1STUA0,,000000190,,a154W00000926RDQAY,0014W000025FRl8QAG,2013-07-23,0,,0,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodfQAB,2014-06-30,2013-07-23,"<a href=""/0034W00002Dpodf"" target=""_blank"">Etta Brown</a>",-2285,,false,Contact,2019-01-13,2014-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2014-06-30,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,1,25,,false,false,,,,0,0,0,,,,Student Membership,,a154W00000926RDQAY,0014W000025FRl8QAG,FON-International Association,0034W00002DpodfQAB,a134W000009DZGIQA4,a1R4W000004PyfSUAS,,
a1S4W000004D1SUUA0,,000000191,,a154W00000926QvQAI,0014W000025FRkMQAW,2015-03-10,0,,0,Fribourg,Barbara Francis,Switzerland,,,Chemin des Grottes 14,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofzQAB,2017-10-31,2016-10-31,"<a href=""/0014W000025FRkM"" target=""_blank"">FON-Phillips 66</a>",-1066,,false,Account,2018-04-22,2017-11-30,false,false,false,true,false,false,false,a134W000009DZGNQA4,,2016-10-31,2019-05-08,,,2017-10-31,Bern,Barbara Francis,Switzerland,,,Zahringerstrasse 13A,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,2500,,false,false,,,,0,0,0,,,,Institutional Membership,,a154W00000926QvQAI,0014W000025FRkMQAW,FON-International Association,0034W00002DpofzQAB,a134W000009DZGNQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1ShUAK,,000000204,,a154W00000926R6QAI,0014W000025FRkOQAW,2015-06-20,0,,0,Las Vegas,Mittie Castro,United States,89117,Nevada,3245 Rosanna St,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpog4QAB,2017-03-13,2016-03-13,"<a href=""/0034W00002Dpog4"" target=""_blank"">Mittie Castro</a>",-1298,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2016-03-13,2019-05-08,,,2017-03-13,Las Vegas,Mittie Castro,United States,89117,Nevada,3245 Rosanna St,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,25,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRkOQAW,FON-International Association,0034W00002Dpog4QAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1SiUAK,,000000205,,a154W00000926QvQAI,0014W000025FRlzQAG,2014-02-17,0,,0,Bern,Laura Ortiz,Switzerland,,,Mittelstrasse 32,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofiQAB,2016-01-08,2015-01-08,"<a href=""/0014W000025FRlz"" target=""_blank"">FON-Chevron</a>",-1728,,false,Account,2018-04-22,2016-02-07,false,false,false,true,false,false,false,a134W000009DZGNQA4,,2015-01-08,2019-05-08,,,2016-01-08,Fribourg,Laura Ortiz,Switzerland,,,Chemin des Grottes 14,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,2500,,false,false,,,,0,0,0,,,,Institutional Membership,,a154W00000926QvQAI,0014W000025FRlzQAG,FON-International Association,0034W00002DpofiQAB,a134W000009DZGNQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1SjUAK,,000000206,,a154W00000926QvQAI,0014W000025FRlvQAG,2015-04-06,0,,0,Los Gatos,Clara Flannigan,United States,,California,24614 Miller Hill Rd,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofHQAR,2017-03-22,2016-03-22,"<a href=""/0014W000025FRlv"" target=""_blank"">FON-Flannigan Household</a>",-1289,,false,Account,2018-04-22,2017-04-21,false,false,false,true,false,false,false,a134W000009DZGNQA4,,2016-03-22,2019-05-08,,,2017-03-22,Los Gatos,Clara Flannigan,United States,,California,24614 Miller Hill Rd,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,2500,,false,false,,,,0,0,0,,,,Institutional Membership,,a154W00000926QvQAI,0014W000025FRlvQAG,FON-International Association,0034W00002DpofHQAR,a134W000009DZGNQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1SkUAK,,000000207,,a154W00000926RDQAY,0014W000025FRm0QAG,2015-04-09,0,,0,Danielson,Mason Patterson,United States,6239,Connecticut,898 N Main St,a0o4W00000M5SknQAF,true,true,,,0034W00002DpoftQAB,2115-04-09,2015-04-09,"<a href=""/0034W00002Dpoft"" target=""_blank"">Mason Patterson</a>",34522,,false,Contact,,,false,true,false,false,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2115-04-09,Danielson,Mason Patterson,United States,6239,Connecticut,898 N Main St,Active,a1R4W000004PyfVUAS,,,false,,,false,1,1,25,,false,false,,,,0,0,75,2115-04-09,2015-04-09,,Student Membership,,a154W00000926RDQAY,0014W000025FRm0QAG,FON-International Association,0034W00002DpoftQAB,a134W000009DZGIQA4,a1R4W000004PyfVUAS,,
a1S4W000004D1SlUAK,,000000209,,a154W00000926R6QAI,0014W000025FRkKQAW,2015-09-18,0,,0,Lake,Millie Moody,United States,48632,Michigan,7744 Mystic Lake Dr,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof7QAB,2018-02-22,2017-02-22,"<a href=""/0034W00002Dpof7"" target=""_blank"">Millie Moody</a>",-952,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2017-02-22,2019-05-08,,,2018-02-22,Lake,Millie Moody,United States,48632,Michigan,7744 Mystic Lake Dr,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,250,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRkKQAW,FON-International Association,0034W00002Dpof7QAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1SmUAK,,000000210,,a154W00000926RDQAY,0014W000025FRm5QAG,2015-10-06,0,,0,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogSQAR,2115-10-06,2015-10-06,"<a href=""/0034W00002DpogS"" target=""_blank"">Ricardo Norris</a>",34702,,false,Contact,,,false,true,false,false,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2115-10-06,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,Active,a1R4W000004PyfVUAS,,,false,,,false,1,1,25,,false,false,,,,0,0,75,2115-10-06,2015-10-06,,Student Membership,,a154W00000926RDQAY,0014W000025FRm5QAG,FON-International Association,0034W00002DpogSQAR,a134W000009DZGIQA4,a1R4W000004PyfVUAS,,
a1S4W000004D1SnUAK,,000000211,,a154W00000926QuQAI,0014W000025FRkMQAW,2016-03-09,0,,0,Zurich,William Curtis,Switzerland,,,Dreikonigstrasse 26,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofyQAB,2018-05-22,2017-05-22,"<a href=""/0034W00002Dpofy"" target=""_blank"">William Curtis</a>",-863,,false,Contact,2017-09-25,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2017-05-22,2019-05-08,,,2018-05-22,Zurich,William Curtis,Switzerland,,,Dreikonigstrasse 26,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,50,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRkMQAW,FON-International Association,0034W00002DpofyQAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1SoUAK,,000000212,,a154W00000926R6QAI,0014W000025FRlxQAG,2014-02-23,0,,0,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,132 THE FLINT RESEARCH INSTITUTE HEATHFIELD ROAD,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofWQAR,2015-05-03,2014-05-03,"<a href=""/0034W00002DpofW"" target=""_blank"">Marcus Clarke</a>",-1978,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2014-05-03,2019-05-08,,,2015-05-03,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,132 THE FLINT RESEARCH INSTITUTE HEATHFIELD ROAD,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,125,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRlxQAG,FON-International Association,0034W00002DpofWQAR,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1SpUAK,,000000213,,a154W00000926QuQAI,0014W000025FRm0QAG,2014-05-02,0,,0,Williamsville,Winifred Fields,United States,14221,New York,1042 N Forest Rd,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofuQAB,2016-04-16,2015-04-16,"<a href=""/0034W00002Dpofu"" target=""_blank"">Winifred Fields</a>",-1629,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2015-04-16,2019-05-08,,,2016-04-16,Williamsville,Winifred Fields,United States,14221,New York,1042 N Forest Rd,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,25,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRm0QAG,FON-International Association,0034W00002DpofuQAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1SqUAK,,000000214,,a154W00000926QuQAI,0014W000025FRkzQAG,2016-06-13,0,,0,Luzern,Cordelia Clarke,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofPQAR,2018-03-18,2017-03-18,"<a href=""/0034W00002DpofP"" target=""_blank"">Cordelia Clarke</a>",-928,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2017-03-18,2019-05-08,,,2018-03-18,Luzern,Cordelia Clarke,Switzerland,,,Adligenswilerstrasse 39,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,12.5,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRkzQAG,FON-International Association,0034W00002DpofPQAR,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1SrUAK,,000000215,,a154W00000926R6QAI,0014W000025FRlvQAG,2016-03-03,0,,0,Chillicothe,Edna Flannigan,United States,45601,Ohio,20544 US 23 N,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofFQAR,2017-06-24,2016-06-24,"<a href=""/0034W00002DpofF"" target=""_blank"">Edna Flannigan</a>",-1195,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2016-06-24,2019-05-08,,,2017-06-24,Chillicothe,Edna Flannigan,United States,45601,Ohio,20544 US 23 N,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,100,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRlvQAG,FON-International Association,0034W00002DpofFQAR,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1SsUAK,,000000216,,a154W00000926R6QAI,0014W000025FRm4QAG,2014-10-04,0,,0,BECKENHAM,Delia Copeland,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogOQAR,2017-03-30,2016-03-30,"<a href=""/0034W00002DpogO"" target=""_blank"">Delia Copeland</a>",-1281,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2016-03-30,2019-05-08,,,2017-03-30,BECKENHAM,Delia Copeland,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,225,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRm4QAG,FON-International Association,0034W00002DpogOQAR,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1T5UAK,,000000229,,a154W00000926QvQAI,0014W000025FRlyQAG,2014-05-20,0,,0,Flower Mound,Chris Bennett,United States,75028,Texas,1651 Just Rd,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofdQAB,2016-04-20,2015-04-20,"<a href=""/0014W000025FRly"" target=""_blank"">FON-Exxon Mobil</a>",-1625,,false,Account,2018-04-22,2016-05-20,false,false,false,true,false,false,false,a134W000009DZGNQA4,,2015-04-20,2019-05-08,,,2016-04-20,Blaine,Chris Bennett,United States,98230,Washington,4407 Masterson Rd,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,2500,,false,false,,,,0,0,0,,,,Institutional Membership,,a154W00000926QvQAI,0014W000025FRlyQAG,FON-International Association,0034W00002DpofdQAB,a134W000009DZGNQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1T6UAK,,000000231,,a154W00000926RDQAY,0014W000025FRm3QAG,2014-05-12,0,,0,Muskegon,Anne Pratt,United States,49444,Michigan,3368 Black Creek Rd,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogLQAR,2114-05-12,2014-05-12,"<a href=""/0034W00002DpogL"" target=""_blank"">Anne Pratt</a>",34190,,false,Contact,,,false,true,false,false,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2114-05-12,Muskegon,Anne Pratt,United States,49444,Michigan,3368 Black Creek Rd,Active,a1R4W000004PyfVUAS,,,false,,,false,1,1,25,,false,false,,,,0,0,75,2114-05-12,2014-05-12,,Student Membership,,a154W00000926RDQAY,0014W000025FRm3QAG,FON-International Association,0034W00002DpogLQAR,a134W000009DZGIQA4,a1R4W000004PyfVUAS,,
a1S4W000004D1T7UAK,,000000232,,a154W00000926R6QAI,0014W000025FRlyQAG,2014-07-10,0,,0,N Flat Rock,Luis Neal,United States,48134,Michigan,28305 Sheeks Blvd,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofaQAB,2017-05-15,2016-05-15,"<a href=""/0034W00002Dpofa"" target=""_blank"">Luis Neal</a>",-1235,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2016-05-15,2019-05-08,,,2017-05-15,N Flat Rock,Luis Neal,United States,48134,Michigan,28305 Sheeks Blvd,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,300,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRlyQAG,FON-International Association,0034W00002DpofaQAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1T8UAK,,000000233,,a154W00000926QuQAI,0014W000025FRkKQAW,2016-04-02,0,,0,Bremerton,Wesley Diaz,United States,98337,Washington,545 5th St,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof4QAB,2017-06-24,2016-06-24,"<a href=""/0034W00002Dpof4"" target=""_blank"">Wesley Diaz</a>",-1195,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2016-06-24,2019-05-08,,,2017-06-24,Bremerton,Wesley Diaz,United States,98337,Washington,545 5th St,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,37.5,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRkKQAW,FON-International Association,0034W00002Dpof4QAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1T9UAK,,000000234,,a154W00000926R6QAI,0014W000025FRlwQAG,2016-11-11,0,,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofKQAR,2018-04-21,2017-04-21,"<a href=""/0034W00002DpofK"" target=""_blank"">Bess Weber</a>",-894,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2017-04-21,2019-05-08,,,2018-04-21,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,200,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRlwQAG,FON-International Association,0034W00002DpofKQAR,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
