Id,EventApi__Assignment__c,Name,EventApi__Event__c,EventApi__Account__c,EventApi__Contact__c,EventApi__Email__c,EventApi__Full_Name__c,EventApi__Is_Checked_In__c,EventApi__Is_Registered__c,EventApi__Preferred_Email__c,EventApi__Registration_Date__c,EventApi__Registration_Group__c,EventApi__Registration_Site_Url__c,EventApi__Sales_Order_Line__c,EventApi__Sales_Order__c,EventApi__Send_Notification__c,EventApi__Status__c,EventApi__Ticket_Type__c,EventApi__Registration_Total__c,EventApi__Contact_Created_by_System__c,EventApi__Invitation_Status__c,EventApi__Is_Invitation_Accepted__c,EventApi__Is_Invitation_Declined__c,EventApi__Is_Invitation_Not_Sent__c,EventApi__Is_Invitation_Sent__c,EventApi__Last_Invitation_Email_Sent__c,EventApi__Max_Guests_Allowed__c,EventApi__Refund_Requested__c,EventApi__Seat__c,EventApi__Send_Invitation_Email__c,EventApi__First_Name__c,EventApi__Last_Name__c,EventApi__Assigned_Guest_Ticket_Type__c,EventApi__Invitation_Source__c,Test_Engagement_Score__c,Event_Name__c,Event_NameDis__c,Ticket__c,EventApi__Assignment__r.Id,EventApi__Event__r.Id,EventApi__Account__r.Id,EventApi__Contact__r.Id,EventApi__Registration_Group__r.Id,EventApi__Sales_Order_Line__r.Id,EventApi__Sales_Order__r.Id,EventApi__Ticket_Type__r.Id,EventApi__Seat__r.Id,EventApi__Assigned_Guest_Ticket_Type__r.Id
a1W4W00000Aq8hAUAR,,000001425,a1Y4W000002r0bpUAA,,0034W00002DpoeyQAB,michaelgroverfield@mailinator.com,Michael Groverfield,false,false,michaelgroverfield@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Michael,Groverfield,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoeyQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hBUAR,,000001426,a1Y4W000002r0bpUAA,,0034W00002DpoezQAB,lucindamckinney@mailinator.com,Lucinda McKinney,false,false,lucindamckinney@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Lucinda,McKinney,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoezQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hCUAR,,000001427,a1Y4W000002r0bpUAA,,0034W00002Dpof0QAB,justinpratt@mailinator.com,Justin Pratt,false,false,justinpratt@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Justin,Pratt,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpof0QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hDUAR,,000001428,a1Y4W000002r0bpUAA,,0034W00002Dpof1QAB,ryanholland@mailinator.com,Ryan Holland,false,false,ryanholland@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Ryan,Holland,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpof1QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hEUAR,,000001429,a1Y4W000002r0bpUAA,,0034W00002Dpof2QAB,geraldfrank@mailinator.com,Gerald Frank,false,false,geraldfrank@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Gerald,Frank,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpof2QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hFUAR,,000001430,a1Y4W000002r0bpUAA,,0034W00002Dpof3QAB,francisriley@mailinator.com,Francis Riley,false,false,francisriley@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Francis,Riley,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpof3QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hGUAR,,000001431,a1Y4W000002r0bpUAA,,0034W00002Dpof4QAB,wesleydiaz@mailinator.com,Wesley Diaz,false,false,wesleydiaz@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Wesley,Diaz,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpof4QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hHUAR,,000001432,a1Y4W000002r0bpUAA,,0034W00002Dpof5QAB,toddhall@mailinator.com,Todd Hall,false,false,toddhall@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Todd,Hall,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpof5QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hIUAR,,000001433,a1Y4W000002r0bpUAA,,0034W00002Dpof6QAB,myrtiepayne@mailinator.com,Myrtie Payne,false,false,myrtiepayne@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Myrtie,Payne,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpof6QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hJUAR,,000001434,a1Y4W000002r0bpUAA,,0034W00002Dpof7QAB,milliemoody@mailinator.com,Millie Moody,false,false,milliemoody@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Millie,Moody,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpof7QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hKUAR,,000001435,a1Y4W000002r0bpUAA,,0034W00002Dpof8QAB,helenafoxworth@mailinator.com,Helena Foxworth,false,false,helenafoxworth@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Helena,Foxworth,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpof8QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hLUAR,,000001436,a1Y4W000002r0bpUAA,,0034W00002Dpof9QAB,maxfoxworth@mailinator.com,Max Foxworth,false,false,maxfoxworth@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Max,Foxworth,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpof9QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hMUAR,,000001437,a1Y4W000002r0bpUAA,,0034W00002DpofAQAR,dennisbrixton@mailinator.com,Dennis Brixton,false,false,dennisbrixton@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Dennis,Brixton,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpofAQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hNUAR,,000001438,a1Y4W000002r0bpUAA,,0034W00002DpodsQAB,rosebrixton@mailinator.com,Rose Brixton,false,false,rosebrixton@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Rose,Brixton,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpodsQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hOUAR,,000001439,a1Y4W000002r0bpUAA,,0034W00002DpofBQAR,chesterbrixton@mailinator.com,Chester Brixton,false,false,chesterbrixton@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Chester,Brixton,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpofBQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hPUAR,,000001444,a1Y4W000002r0bpUAA,,0034W00002DpofGQAR,samflannigan@mailinator.com,Sam Flannigan,false,false,samflannigan@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Sam,Flannigan,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpofGQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hQUAR,,000001445,a1Y4W000002r0bpUAA,,0034W00002DpofHQAR,claraflannigan@mailinator.com,Clara Flannigan,false,false,claraflannigan@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Clara,Flannigan,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpofHQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hRUAR,,000001446,a1Y4W000002r0bpUAA,,0034W00002DpofIQAR,rachelbrown@mailinator.com,Rachel Brown,false,false,rachelbrown@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Rachel,Brown,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpofIQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hSUAR,,000001447,a1Y4W000002r0bpUAA,,0034W00002Dpoh3QAB,hvassilis@mailinator.com,Helga Vassilis,false,false,hvassilis@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Helga,Vassilis,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpoh3QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hTUAR,,000001448,a1Y4W000002r0bpUAA,,0034W00002DpodgQAB,staylor@mailinator.com,Sarah Taylor,false,false,staylor@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Sarah,Taylor,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpodgQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hUUAR,,000001449,a1Y4W000002r0bpUAA,,0034W00002DpodjQAB,cjones@mailinator.com,Claire Jones,false,false,cjones@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Claire,Jones,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpodjQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hVUAR,,000001461,a1Y4W000002r0bpUAA,,0034W00002DpoccQAB,examplerejoin@mailinator.com,Fon Example_ReJoin,false,false,examplerejoin@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Fon,Example_ReJoin,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoccQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hWUAR,,000001462,a1Y4W000002r0bpUAA,,0034W00002Dpoe8QAB,fonrejoin@mailinator.com,FON Don't use this either,false,false,fonrejoin@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,FON,Don't use this either,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpoe8QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hXUAR,,000001463,a1Y4W000002r0bpUAA,,0034W00002DpoeAQAR,robinmc.zphib@gmail.com,Robin May McMorris -test,false,false,robinmc.zphib@gmail.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Robin,May McMorris -test,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoeAQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hYUAR,,000001464,a1Y4W000002r0bpUAA,,0034W00002DpoeaQAB,testfon1@mailinator.com,test test,false,false,testfon1@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,test,test,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoeaQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hZUAR,,000001465,a1Y4W000002r0bpUAA,,0034W00002DpoebQAB,test123@mailinator.com,test12 test123,false,false,test123@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,test12,test123,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoebQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8haUAB,,000001466,a1Y4W000002r0bpUAA,,0034W00002DpoecQAB,adasdfasdf@mailcom.com,aaron test test A,false,false,adasdfasdf@mailcom.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,aaron test,test A,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoecQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hbUAB,,000001467,a1Y4W000002r0bpUAA,,0034W00002DpoeiQAB,hgangil@fonteva.com,Hirdesh Gangil,false,false,hgangil@fonteva.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Hirdesh,Gangil,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoeiQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hcUAB,,000001468,a1Y4W000002r0bpUAA,,0034W00002DpoejQAB,yashtest@yopmail.com,Yash Test,false,false,yashtest@yopmail.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Yash,Test,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoejQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hdUAB,,000001469,a1Y4W000002r0bpUAA,,0034W00002DpoekQAB,ssajid@fonteva.com,Syed Sajid,false,false,ssajid@fonteva.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Syed,Sajid,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoekQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8heUAB,,000001470,a1Y4W000002r0bpUAA,,0034W00002DpodlQAB,implementations@mailinator.com,Fonteva Implementations Community User,false,false,implementations@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Fonteva,Implementations Community User,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpodlQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hfUAB,,000001471,a1Y4W000002r0bpUAA,,0034W00002DpodUQAR,abrown@mailinator.com,Anthony Brown,false,false,abrown@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Anthony,Brown,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpodUQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hgUAB,,000001472,a1Y4W000002r0bpUAA,,0034W00002Dpoh7QAB,hazeldeegan@mailinator.com,Hazel Deegan,false,false,hazeldeegan@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Hazel,Deegan,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002Dpoh7QAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hhUAB,,000001473,a1Y4W000002r0bpUAA,,0034W00002DpohGQAR,bpalladino@mailinator.com,Bill Palladino,false,false,bpalladino@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Bill,Palladino,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpohGQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hiUAB,,000001474,a1Y4W000002r0bpUAA,,0034W00002DpogpQAB,1individual@mailinator.com,One Individual,false,false,1individual@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,One,Individual,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpogpQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hjUAB,,000001475,a1Y4W000002r0bpUAA,,0034W00002DpohBQAR,sgupta@mailinator.com,Sandeep Gupta,false,false,sgupta@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Sandeep,Gupta,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpohBQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hkUAB,,000001476,a1Y4W000002r0bpUAA,,0034W00002DpohIQAR,mmiller@mailinator.com,Mac Miller,false,false,mmiller@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Mac,Miller,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpohIQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hlUAB,,000001477,a1Y4W000002r0bpUAA,,0034W00002DpohPQAR,vlupe@mailinator.com,Vanessa Lupe,false,false,vlupe@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Vanessa,Lupe,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpohPQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hmUAB,,000001478,a1Y4W000002r0bpUAA,,0034W00002DpodxQAB,stownsend@mailinator.com,Srini Townsend,false,false,stownsend@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Srini,Townsend,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpodxQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hnUAB,,000001479,a1Y4W000002r0bpUAA,,0034W00002DpocXQAR,kiki.symonds@mailinator.com,Kiki Symonds,false,false,kiki.symonds@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Kiki,Symonds,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpocXQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hoUAB,,000001480,a1Y4W000002r0bpUAA,,0034W00002DpohAQAR,mwinchester@mailinator.com,Mary Winchester,false,false,mwinchester@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Mary,Winchester,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpohAQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hpUAB,,000001481,a1Y4W000002r0bpUAA,,0034W00002DpohNQAR,bjaffee@mailinator.com,Brandon Jaffee,false,false,bjaffee@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Brandon,Jaffee,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpohNQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hqUAB,,000001482,a1Y4W000002r0bpUAA,,0034W00002DpodWQAR,mbyers@mailinator.com,Matthew Byers,false,false,mbyers@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Matthew,Byers,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpodWQAR,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hrUAB,,000001483,a1Y4W000002r0bpUAA,,0034W00002DpoeeQAB,test420-2@mailinator.com,test test420-2,false,false,test420-2@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,test,test420-2,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoeeQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hsUAB,,000001484,a1Y4W000002r0bpUAA,,0034W00002DpoedQAB,test0420@mailinator.com,test test0420,false,false,test0420@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,test,test0420,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoedQAB,,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8htUAB,a0j4W00000E3JrzQAF,000001556,a1Y4W000002r0bqUAA,0014W000025FRkLQAW,0034W00002DpocUQAR,jnugget@mailinator.com,Jim Nugget,false,false,jnugget@mailinator.com,2020-07-24,a1Z4W00002A8wXHUAZ,,a1I4W00000HFZpKUAX,a1J4W00000CgFuIUAV,true,Registered,a1j4W00000SEaFzQAL,150,false,Not Sent,false,false,false,false,,,false,,false,Jim,Nugget,,,,2020 Annual Symposium,,,a0j4W00000E3JrzQAF,a1Y4W000002r0bqUAA,0014W000025FRkLQAW,0034W00002DpocUQAR,a1Z4W00002A8wXHUAZ,a1I4W00000HFZpKUAX,a1J4W00000CgFuIUAV,a1j4W00000SEaFzQAL,,
a1W4W00000Aq8ffUAB,,000000669,a1Y4W000002r0bpUAA,0014W000025FRlJQAW,0034W00002DpodrQAB,evafoxworth@mailinator.com,Eva Foxworth,false,false,evafoxworth@mailinator.com,2019-07-24,a1Z4W00002A8wWvUAJ,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,,false,,false,Eva,Foxworth,,,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,0014W000025FRlJQAW,0034W00002DpodrQAB,a1Z4W00002A8wWvUAJ,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8fgUAB,,000000670,a1Y4W000002r0bpUAA,0014W000025FRkKQAW,0034W00002DpodbQAB,bobkelley@mailinator.com,Bob Kelley,false,false,bobkelley@mailinator.com,2019-07-29,a1Z4W00002A8wWwUAJ,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,,false,,false,Bob,Kelley,,,,Fonteva Free Events Webinar,Fonteva Events Webinar,Webinar Ticket,,a1Y4W000002r0bpUAA,0014W000025FRkKQAW,0034W00002DpodbQAB,a1Z4W00002A8wWwUAJ,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8fhUAB,,000000672,a1Y4W000002r0bpUAA,0014W000025FRkKQAW,0034W00002DpocTQAR,leilasimon@mailinator.com,Leila Simon,false,false,leilasimon@mailinator.com,2019-07-29,a1Z4W00002A8wWyUAJ,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,,false,,false,Leila,Simon,,,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,0014W000025FRkKQAW,0034W00002DpocTQAR,a1Z4W00002A8wWyUAJ,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8fiUAB,a0j4W00000E3JpwQAF,000001253,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test,false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wWzUAJ,,a1I4W00000HFZjfUAH,a1J4W00000CgFoHUAV,false,Registered,a1j4W00000SEaFvQAL,100,false,Not Sent,false,false,true,false,,,false,,false,prathyusha,Test,,,,Annual Meeting (Community Event),,,a0j4W00000E3JpwQAF,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,a1Z4W00002A8wWzUAJ,a1I4W00000HFZjfUAH,a1J4W00000CgFoHUAV,a1j4W00000SEaFvQAL,,
a1W4W00000Aq8fjUAB,a0j4W00000E3JpxQAF,000001254,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wWzUAJ,,a1I4W00000HFZjgUAH,a1J4W00000CgFoHUAV,false,Registered,a1j4W00000SEaFvQAL,100,false,Not Sent,false,false,true,false,,,false,,false,prathyusha,Test (Guest),,,,Annual Meeting (Community Event),,,a0j4W00000E3JpxQAF,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,a1Z4W00002A8wWzUAJ,a1I4W00000HFZjgUAH,a1J4W00000CgFoHUAV,a1j4W00000SEaFvQAL,,
a1W4W00000Aq8fkUAB,a0j4W00000E3JpyQAF,000001255,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test,false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wX0UAJ,,a1I4W00000HFZjhUAH,a1J4W00000CgFoIUAV,false,Registered,a1j4W00000SEaFwQAL,100,false,Not Sent,false,false,true,false,,,false,a284W00000N1GHEQA3,false,prathyusha,Test,,,,Awards - Tables With Assigned Seating (Community Event),,,a0j4W00000E3JpyQAF,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,a1Z4W00002A8wX0UAJ,a1I4W00000HFZjhUAH,a1J4W00000CgFoIUAV,a1j4W00000SEaFwQAL,a284W00000N1GHEQA3,
