Id,Name,External_Id__c,OrderApi__Receipt__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Balance_Due__c,OrderApi__Invoice_Customer_Link__c,OrderApi__Invoice_Due_Date__c,OrderApi__Invoice__c,OrderApi__Is_Refund__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Receipt_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__EPayment_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,OrderApi__Item_Name__c,OrderApi__Sales_Order__c,Source_Code__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a1D4W0000061vDBUAY,0000002864,949,a1E4W00000DtYGzUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,2018-06-30,a104W00000G3d1EQAR,0,,,,false,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,300,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,,,300,false,0,300,false,,0034W00002Dpof0QAB,,,,,,Professional Membership,,,136,FON-International Association,a104W00000G3d1EQAR,,155,651,,,,,75,,,,
a1D4W0000061vDCUAY,0000002865,950,a1E4W00000DtYH0UAN,2017-09-25,true,a0o4W00000M5SknQAF,true,2018-06-30,a104W00000G3d1EQAR,0,,,,false,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,300,Ventura,Nell Powell,United States,93003,California,1001 Partridge Dr,,,300,false,0,300,false,,0034W00002Dpog5QAB,,,,,,Professional Membership,,,137,FON-International Association,a104W00000G3d1EQAR,,155,651,,,,,241,,,,
a1D4W0000061vDDUAY,0000002866,951,a1E4W00000DtYH1UAN,2017-09-25,true,a0o4W00000M5SknQAF,true,2018-06-30,a104W00000G3d1EQAR,0,,,,false,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,150,ORPINGTON,Sam Wilkins,United Kingdom,BR5 3QB,,T.M.S HOUSE  CRAY AVENUE,,,150,false,0,150,false,,0034W00002DpogAQAR,,,,,,Associate Membership,,,138,FON-International Association,a104W00000G3d1EQAR,,155,650,,,,,160,,,,
a1D4W0000061vDEUAY,0000002867,952,a1E4W00000DtYH2UAN,2017-09-25,true,a0o4W00000M5SknQAF,true,2018-09-25,a104W00000G3d1EQAR,0,,,,false,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,Fribourg,Laura Ortiz,Switzerland,,,Chemin des Grottes 14,,,2500,false,0,2500,false,,0034W00002DpofiQAB,,,,,,Institutional Membership,,,139,FON-International Association,a104W00000G3d1EQAR,,159,648,,,,,134,,,,
a1D4W0000061urqUAA,0000003267,953,a1E4W00000DtYBGUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,Keynote Speech,0,false,a1C4W00000845KXUAY,1,0,,Maria Zuniga,,,,,,,0,false,0,0,false,a1D4W0000061uroUAA,0034W00002DpoeqQAB,,a0y4W00000VRkykQAD,q8YF98b5nifIlti9QD1JP2fp01xp3y,RbcEoWcnHLvtr9Jp4jgMi0MGVCXz4Q,a1I4W00000HFZp2UAH,Keynote Speech,,,271,FON-International Association,a104W00000G3d1HQAR,,6,582,674,,,874,62,,207,2017,
a1D4W0000061urrUAA,0000003268,954,a1E4W00000DtYBGUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RMQAY,Leadership Workshop,25,false,a1C4W00000845KYUAY,1,25,,Maria Zuniga,,,,,,,25,false,0,25,false,a1D4W0000061uroUAA,0034W00002DpoeqQAB,,a0y4W00000VRkylQAD,qH0B6YPHy3l5sBQwIL8K7qdt5u07Mv,RbcEoWcnHLvtr9Jp4jgMi0MGVCXz4Q,a1I4W00000HFZp3UAH,Leadership Workshop,,,271,FON-International Association,a104W00000G3d1HQAR,,6,583,675,,,874,62,,208,2018,
a1D4W0000061ursUAA,0000003269,955,a1E4W00000DtYBGUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,Round Table Discussion I,0,false,a1C4W00000845KZUAY,1,0,,Maria Zuniga,,,,,,,0,false,0,0,false,a1D4W0000061uroUAA,0034W00002DpoeqQAB,,a0y4W00000VRkymQAD,N7cjUjXXnReqT0a6SjQMkColZVpnfK,RbcEoWcnHLvtr9Jp4jgMi0MGVCXz4Q,a1I4W00000HFZp4UAH,Round Table Discussion I,,,271,FON-International Association,a104W00000G3d1HQAR,,6,585,677,,,874,62,,209,2019,
a1D4W0000061urtUAA,0000003270,956,a1E4W00000DtYBGUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RKQAY,Round Table Discussion II,0,false,a1C4W00000845KaUAI,1,0,,Maria Zuniga,,,,,,,0,false,0,0,false,a1D4W0000061uroUAA,0034W00002DpoeqQAB,,a0y4W00000VRkynQAD,54elkl5xopLVZ3h5LafFtF8VJDQA0D,RbcEoWcnHLvtr9Jp4jgMi0MGVCXz4Q,a1I4W00000HFZp5UAH,Round Table Discussion II,,,271,FON-International Association,a104W00000G3d1HQAR,,6,586,697,,,874,62,,210,2020,
a1D4W0000061uruUAA,0000003275,957,a1E4W00000DtYBHUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1jQAB,0,,,,false,false,false,a134W000009DZGFQA4,a154W00000926QnQAI,Fedex Regular - US,5,true,,1,5,Arlington,test test0420,US,22203,VA,4420 Fairfax Drive,,,5,false,0,5,false,a1D4W0000061urvUAA,0034W00002DpoedQAB,,,IQHrntXl7sLjxUWAB43eu2JAUoPWtO,pqLlqZgWr2ysaR2g20mgR9yOjvnpvb,a1I4W00000HFZp9UAH,Fedex Regular,a1J4W00000CgFu7UAF,,272,FON-International Association,a104W00000G3d1jQAB,,151,89,,,,958,113,,,2024,1126
a1D4W0000061urvUAA,0000003276,958,a1E4W00000DtYBHUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGDQA4,a154W00000926QlQAI,Book,100,true,,1,1000,Arlington,test test0420,US,22203,VA,4420 Fairfax Drive,,,1000,false,0,1000,false,,0034W00002DpoedQAB,,,pqLlqZgWr2ysaR2g20mgR9yOjvnpvb,,a1I4W00000HFZp8UAH,Book,a1J4W00000CgFu7UAF,,272,FON-International Association,a104W00000G3d1HQAR,,153,691,,,,,113,,,2023,1126
a1D4W0000061urwUAA,0000003280,959,a1E4W00000DtYBJUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGYQA4,a154W00000926RgQAI,,25,true,,1,25,,Jenifer Alonzo,,,,,,,25,false,0,25,false,a1D4W0000061uryUAA,0034W00002DpocfQAB,,a0y4W00000VRkyrQAD,65tJ7T6U56XavJflE0qxOPVPOsk3eF,lvi3UbeUumYx3bmMGEnoD8kW6YqA4J,a1I4W00000HFZpJUAX,Leadership Workshop,a1J4W00000CgFuJUAV,,273,FON-International Association,a104W00000G3d1HQAR,,20,222,,,,961,41,,214,21,1207
a1D4W0000061urxUAA,0000003281,960,a1E4W00000DtYBJUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGYQA4,a154W00000926RfQAI,,0,true,,1,0,,Jenifer Alonzo,,,,,,,0,false,0,0,false,a1D4W0000061uryUAA,0034W00002DpocfQAB,,a0y4W00000VRkysQAD,Jak9x9DOcJxwVO8KOqBP3xZKjOtmuA,lvi3UbeUumYx3bmMGEnoD8kW6YqA4J,a1I4W00000HFZpHUAX,Keynote Speech,a1J4W00000CgFuJUAV,,273,FON-International Association,a104W00000G3d1HQAR,,20,220,,,,961,41,,215,19,1207
a1D4W0000061uryUAA,0000003282,961,a1E4W00000DtYBJUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGXQA4,a154W00000926ReQAI,,200,true,,1,200,,Jenifer Alonzo,,,,,,,200,false,0,200,false,,0034W00002DpocfQAB,,a0y4W00000VRkytQAD,lvi3UbeUumYx3bmMGEnoD8kW6YqA4J,,a1I4W00000HFZpFUAX,VIP Registration (Annual Symposium 2020),a1J4W00000CgFuJUAV,,273,FON-International Association,a104W00000G3d1HQAR,,19,669,,,,,41,,216,17,1207
a1D4W0000061urzUAA,0000003283,962,a1E4W00000DtYBKUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RKQAY,Round Table Discussion II,0,true,,1,0,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,0,false,0,0,false,a1D4W0000061us4UAA,0034W00002DpocUQAR,,a0y4W00000VRkyuQAD,dLAgdrh72ta0CqTuXGW58qSPAAvJRU,jErRXy6r886hT5sEDBb9Pb5UIXUHxe,a1I4W00000HFZpIUAX,Round Table Discussion II,a1J4W00000CgFuIUAV,,274,FON-International Association,a104W00000G3d1HQAR,,6,586,,,,967,219,,217,20,1208
a1D4W0000061us0UAA,0000003284,963,a1E4W00000DtYBKUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,Round Table Discussion I,0,true,,1,0,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,0,false,0,0,false,a1D4W0000061us4UAA,0034W00002DpocUQAR,,a0y4W00000VRkyvQAD,6BTKnSWqCYc1c6nAwPPxlViiqc1AYm,jErRXy6r886hT5sEDBb9Pb5UIXUHxe,a1I4W00000HFZpOUAX,Round Table Discussion I,a1J4W00000CgFuIUAV,,274,FON-International Association,a104W00000G3d1HQAR,,6,585,,,,967,219,,218,135,1208
a1D4W0000061us1UAA,0000003285,964,a1E4W00000DtYBKUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RMQAY,,25,true,,1,25,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,25,false,0,25,false,a1D4W0000061us4UAA,0034W00002DpocUQAR,,a0y4W00000VRkywQAD,Ipo1ArpU591IhdU5ukkaOUB7gcx6vz,jErRXy6r886hT5sEDBb9Pb5UIXUHxe,a1I4W00000HFZpNUAX,Leadership Workshop,a1J4W00000CgFuIUAV,,274,FON-International Association,a104W00000G3d1HQAR,,6,583,,,,967,219,,219,25,1208
a1D4W0000061us2UAA,0000003286,965,a1E4W00000DtYBKUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,,0,true,,1,0,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,0,false,0,0,false,a1D4W0000061us4UAA,0034W00002DpocUQAR,,a0y4W00000VRkyxQAD,rCpqoqVLkVfaOEMk5RB4evS8eUClW2,jErRXy6r886hT5sEDBb9Pb5UIXUHxe,a1I4W00000HFZpLUAX,Keynote Speech,a1J4W00000CgFuIUAV,,274,FON-International Association,a104W00000G3d1HQAR,,6,582,,,,967,219,,220,23,1208
a1D4W0000061us3UAA,0000003287,966,a1E4W00000DtYBKUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RIQAY,Advanced Discussion,25,true,,1,25,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,25,false,0,25,false,a1D4W0000061us4UAA,0034W00002DpocUQAR,,a0y4W00000VRkyyQAD,dy8NHyZ9ZPT5N0p0XdzwpUEaVrIDuf,jErRXy6r886hT5sEDBb9Pb5UIXUHxe,a1I4W00000HFZpMUAX,Advanced Discussion,a1J4W00000CgFuIUAV,,274,FON-International Association,a104W00000G3d1HQAR,,6,579,,,,967,219,,221,24,1208
a1D4W0000061us4UAA,0000003288,967,a1E4W00000DtYBKUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGRQA4,a154W00000926RHQAY,Full Conference Pass (FON-Annual Symposium 2020 (Lightning Event)),100,true,,1,100,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,100,false,0,100,false,,0034W00002DpocUQAR,,a0y4W00000VRkyzQAD,jErRXy6r886hT5sEDBb9Pb5UIXUHxe,,a1I4W00000HFZpKUAX,Full Conference Pass (FON-Annual Symposium 2020 (Lightning Event)),a1J4W00000CgFuIUAV,,274,FON-International Association,a104W00000G3d1HQAR,,5,538,,,,,219,,222,22,1208
a1D4W0000061uyHUAQ,0000001558,968,a1E4W00000DtYCPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 2a: Creative Brainstorming Methods,0,true,,1,0,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,,,0,false,0,0,false,,0034W00002Dpog2QAB,,,,,,,,,534,FON-International Association,a104W00000G3d1EQAR,,,,,,,,214,,,,
a1D4W0000061uyIUAQ,0000001559,969,a1E4W00000DtYCPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926SBQAY,Networking Breakfast,15,true,,1,15,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,,,15,false,0,15,false,,0034W00002Dpog2QAB,,,,,,Networking Breakfast (2015 Annual Conference),,,534,FON-International Association,a104W00000G3d1EQAR,,131,598,,,,,214,,,,
a1D4W0000061uyJUAQ,0000001560,970,a1E4W00000DtYCPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S8QAI,Season 5: Managing Complex Projects,0,true,,1,0,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,,,0,false,0,0,false,,0034W00002Dpog2QAB,,,,,,Season 5: Managing Complex Projects (2015 Annual Conference),,,534,FON-International Association,a104W00000G3d1EQAR,,131,599,,,,,214,,,,
a1D4W0000061uyKUAQ,0000001561,971,a1E4W00000DtYCPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Season 6: A Step Ahead: Anticipating Change,0,true,,1,0,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,,,0,false,0,0,false,,0034W00002Dpog2QAB,,,,,,Season 6: A Step Ahead: Anticipating Change (2015 Annual Conference),,,534,FON-International Association,a104W00000G3d1EQAR,,131,600,,,,,214,,,,
a1D4W0000061uyLUAQ,0000001562,972,a1E4W00000DtYCPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S9QAI,Marketing Keynote with Lunch,0,true,,1,0,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,,,0,false,0,0,false,,0034W00002Dpog2QAB,,,,,,Marketing Keynote with Lunch (2015 Annual Conference),,,534,FON-International Association,a104W00000G3d1EQAR,,131,601,,,,,214,,,,
a1D4W0000061uyMUAQ,0000001563,973,a1E4W00000DtYCPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S7QAI,Season 7a: Maximizing ROI,0,true,,1,0,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,,,0,false,0,0,false,,0034W00002Dpog2QAB,,,,,,Season 7a: Maximizing ROI (2015 Annual Conference),,,534,FON-International Association,a104W00000G3d1EQAR,,131,602,,,,,214,,,,
a1D4W0000061uyNUAQ,0000001564,974,a1E4W00000DtYCPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S3QAI,Season 7b: Minimizing Conflict in High Stress Situations,0,true,,1,0,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,,,0,false,0,0,false,,0034W00002Dpog2QAB,,,,,,Season 7b: Minimizing Conflict in High Stress Situations (2015 Annual Conference),,,534,FON-International Association,a104W00000G3d1EQAR,,131,603,,,,,214,,,,
a1D4W0000061uyOUAQ,0000001565,975,a1E4W00000DtYCPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926SDQAY,Closing Keynote,0,true,,1,0,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,,,0,false,0,0,false,,0034W00002Dpog2QAB,,,,,,Closing Keynote (2015 Annual Conference),,,534,FON-International Association,a104W00000G3d1EQAR,,131,639,,,,,214,,,,
a1D4W0000061uyPUAQ,0000001566,976,a1E4W00000DtYCPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926SCQAY,Golf Tournament,175,true,,1,175,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,,,175,false,0,175,false,,0034W00002Dpog2QAB,,,,,,Golf Tournament (2015 Annual Conference),,,534,FON-International Association,a104W00000G3d1EQAR,,131,640,,,,,214,,,,
a1D4W0000061uyQUAQ,0000001567,977,a1E4W00000DtYCQUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RsQAI,Socks,10,true,,1,10,BROMLEY,Celia Wallace,United Kingdom,BR1 3EN,,17  RAFFORD WAY,,,10,false,0,10,false,,0034W00002DpofYQAR,,,,,,Socks,,,549,FON-International Association,a104W00000G3d1EQAR,,152,562,,,,,180,,,,
a1D4W0000061uyRUAQ,0000001568,978,a1E4W00000DtYCQUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,BROMLEY,Celia Wallace,United Kingdom,BR1 3EN,,17  RAFFORD WAY,,,0,false,0,0,false,,0034W00002DpofYQAR,,,,,,,,,549,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,180,,,,
a1D4W0000061uySUAQ,0000001569,979,a1E4W00000DtYCRUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,a154W00000926STQAY,Show off your association pride by sponsoring our annual conference at the silver level.,7500,true,,1,7500,Blaine,Chris Bennett,United States,98230,Washington,4407 Masterson Rd,,,7500,false,0,7500,false,,0034W00002DpofdQAB,,,,,,Silver Annual Conference Sponsor Package (2016 Annual Conference),,,550,FON-International Association,a104W00000G3d1EQAR,,,683,,,,,185,,,,
a1D4W0000061uyTUAQ,0000001570,980,a1E4W00000DtYCSUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926QmQAI,Water Bottles,30,true,,1,30,BROMLEY,Estella Tucker,United Kingdom,BR1 4SB,,50B  HILLCREST ROAD,,,30,false,0,30,false,,0034W00002DpofVQAR,,,,,,Water Bottle (3 Pack),,,551,FON-International Association,a104W00000G3d1EQAR,,152,690,,,,,177,,,,
a1D4W0000061uyUUAQ,0000001571,981,a1E4W00000DtYCTUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,a154W00000926SSQAY,Show off your association pride by sponsoring our annual conference at the bronze level.,5000,true,,1,5000,N Flat Rock,Lily Lindsey,United States,48134,Michigan,28305 Sheeks Blvd,,,5000,false,0,5000,false,,0034W00002DpocZQAR,,,,,,Bronze Annual Conference Sponsor Package (2016 Annual Conference),,,552,FON-International Association,a104W00000G3d1EQAR,,,684,,,,,244,,,,
a1D4W0000061uyVUAQ,0000001572,982,a1E4W00000DtYCUUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RoQAI,Jacket,100,true,,1,100,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,100,false,0,100,false,,0034W00002DpofKQAR,,,,,,Jacket,,,553,FON-International Association,a104W00000G3d1EQAR,,152,564,,,,,100,,,,
a1D4W0000061uyWUAQ,0000001573,983,a1E4W00000DtYCUUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofKQAR,,,,,,,,,553,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,100,,,,
a1D4W0000061uyXUAQ,0000001574,984,a1E4W00000DtYCVUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Member Registration 2015 Conference,0,true,,1,200,Lansing,Dennis Brixton,United States,48910,Michigan,4931 Contec Dr,,,200,false,0,200,false,,0034W00002DpofAQAR,,,,,,,,,554,FON-International Association,a104W00000G3d1EQAR,,,,,,,,155,,,,
a1D4W0000061uyYUAQ,0000001575,985,a1E4W00000DtYCVUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Welcome Breakfast,0,true,,1,0,Lansing,Dennis Brixton,United States,48910,Michigan,4931 Contec Dr,,,0,false,0,0,false,,0034W00002DpofAQAR,,,,,,,,,554,FON-International Association,a104W00000G3d1EQAR,,,,,,,,155,,,,
a1D4W0000061uyZUAQ,0000001576,986,a1E4W00000DtYCVUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 2b: Quality Assurance in Modern Organizations,0,true,,1,40,Lansing,Dennis Brixton,United States,48910,Michigan,4931 Contec Dr,,,40,false,0,40,false,,0034W00002DpofAQAR,,,,,,,,,554,FON-International Association,a104W00000G3d1EQAR,,,,,,,,155,,,,
a1D4W0000061v3FUAQ,0000001866,987,a1E4W00000DtYDmUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 4b: How to Lead and Follow,0,true,,1,0,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,,,0,false,0,0,false,,0034W00002Dpof6QAB,,,,,,,,,200,FON-International Association,a104W00000G3d1EQAR,,,,,,,,149,,,,
a1D4W0000061v3GUAQ,0000001867,988,a1E4W00000DtYDmUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926SBQAY,Networking Breakfast,15,true,,1,15,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,,,15,false,0,15,false,,0034W00002Dpof6QAB,,,,,,Networking Breakfast (2015 Annual Conference),,,200,FON-International Association,a104W00000G3d1EQAR,,131,598,,,,,149,,,,
a1D4W0000061v3HUAQ,0000001868,989,a1E4W00000DtYDmUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S9QAI,Marketing Keynote with Lunch,0,true,,1,0,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,,,0,false,0,0,false,,0034W00002Dpof6QAB,,,,,,Marketing Keynote with Lunch (2015 Annual Conference),,,200,FON-International Association,a104W00000G3d1EQAR,,131,601,,,,,149,,,,
a1D4W0000061v3IUAQ,0000001869,990,a1E4W00000DtYDnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Member Registration 2016 Conference,0,true,,1,200,Fribourg,Alberta Flores,Switzerland,,,Chemin des Grottes 14,,,200,false,0,200,false,,0034W00002DpofRQAR,,,,,,,,,201,FON-International Association,a104W00000G3d1EQAR,,,,,,,,173,,,,
a1D4W0000061v3JUAQ,0000001870,991,a1E4W00000DtYDnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 3: Round Table,0,true,,1,0,Fribourg,Alberta Flores,Switzerland,,,Chemin des Grottes 14,,,0,false,0,0,false,,0034W00002DpofRQAR,,,,,,,,,201,FON-International Association,a104W00000G3d1EQAR,,,,,,,,173,,,,
a1D4W0000061v3KUAQ,0000001871,992,a1E4W00000DtYDnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 4b: How to Lead and Follow,0,true,,1,0,Fribourg,Alberta Flores,Switzerland,,,Chemin des Grottes 14,,,0,false,0,0,false,,0034W00002DpofRQAR,,,,,,,,,201,FON-International Association,a104W00000G3d1EQAR,,,,,,,,173,,,,
a1D4W0000061v3LUAQ,0000001872,993,a1E4W00000DtYDnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Season 6: A Step Ahead: Anticipating Change,0,true,,1,0,Fribourg,Alberta Flores,Switzerland,,,Chemin des Grottes 14,,,0,false,0,0,false,,0034W00002DpofRQAR,,,,,,Season 6: A Step Ahead: Anticipating Change (2015 Annual Conference),,,201,FON-International Association,a104W00000G3d1EQAR,,131,600,,,,,173,,,,
a1D4W0000061v3MUAQ,0000001873,994,a1E4W00000DtYDnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S3QAI,Season 7b: Minimizing Conflict in High Stress Situations,0,true,,1,0,Fribourg,Alberta Flores,Switzerland,,,Chemin des Grottes 14,,,0,false,0,0,false,,0034W00002DpofRQAR,,,,,,Season 7b: Minimizing Conflict in High Stress Situations (2015 Annual Conference),,,201,FON-International Association,a104W00000G3d1EQAR,,131,603,,,,,173,,,,
