Name,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,Jigsaw,AccountSource,SicDesc,OrderApi__Account_Email__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Disable_Badge_Flow_down__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Outstanding_Credits__c,OrderApi__Price_Rules_Usages__c,OrderApi__Primary_Contact__c,CPBase__Restrict_Assignment_Visibility__c,DonorApi__Accepts_Unsolicited_Proposals__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Annual_Giving_Total__c,DonorApi__Auto_Calculate_Household_Greetings__c,DonorApi__Classification__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Funding_Cycle__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Gives_Anonymously__c,DonorApi__Has_Open_Gift_Opportunity__c,DonorApi__Household_Default_Greeting_Type__c,DonorApi__Household_Email__c,DonorApi__Household_Formal_Greeting__c,DonorApi__Household_Informal_Greeting__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Matches_Employee_Giving__c,DonorApi__Next_Funding_Cycle_Month__c,DonorApi__Num_Open_Gift_Opportunities__c,DonorApi__Organizational_Recognition_Name__c,DonorApi__Primary_Relationship_Manager__c,OrderApi__Restrict_Assignment_Visibility__c,OrderApi__Privacy_Settings__c,Errors,Id
FON-Valero Energy,Customer - Channel,123C  MACKENZIE ROAD,BECKENHAM,,BR3 4SB,United Kingdom,51.406738069989004,-0.050275048899183855,ExtendedZip,14  SEVENOAKS ROAD,ORPINGTON,,BR6 9JJ,United Kingdom,,,,+44 9333 439621,,0014W000020EtpMQAS,,,,,,,,,,,,,,mayevans@mailinator.com,150,false,150,,"{""a1C1I000000DSQWUA4"":1,""a1C1I000000DSOdUAO"":1,""a1C1I000000DSQZUA4"":1,""a1C1I000000DSPfUAO"":1,""a1C1I000000DSPaUAO"":1,""a1C1I000000DSPWUA4"":1,""a1C1I000000DSPTUA4"":1,""a1C1I000000DSOXUA4"":1,""a1C1I000000DSQMUA4"":1,""a1C1I000000DSOvUAO"":1,""a1C1I000000DSP7UAO"":1,""a1C1I000000DSOuUAO"":1,""a1C1I000000DSP8UAO"":2,""a1C1I000000DSP5UAO"":2,""a1C1I000000DSP0UAO"":1,""a1C1I000000DSOUUA4"":2,""a1C1I000000DSPvUAO"":1,""a1C1I000000DSOxUAO"":1,""a1C1I000000DSP2UAO"":2,""a1C1I000000DSP6UAO"":2,""a1C1I000000DSP9UAO"":1,""a1C1I000000DSP3UAO"":1,""a1C1I000000DSPyUAO"":1,""a1C1I000000DSQ1UAO"":1,""a1C1I000000DSPQUA4"":1,""a1C1I000000DSPUUA4"":1,""a1C1I000000DSPZUA4"":1,""a1C1I000000DSPeUAO"":1,""a1C1I000000DSQXUA4"":3,""a1C1I000000DSOZUA4"":1,""a1C1I000000DSQJUA4"":1}",003R000001XMzxrIAD,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,true,,,,,false,private,,001R000001kkqzmIAA
FON-UnitedHealth Group,Member,40 Macs Harbor Ct,Stratford,Connecticut,6615,United States,41.183934,-73.127315,Block,24614 Miller Hill Rd,Los Gatos,California,95033,United States,,,,(856)-930-1241,,0014W000020EtpNQAS,,,Biotechnology,,,,,,,,,,,olaerickson@mailinator.com,0,false,0,0,"{""a1C1I000000DSOQUA4"":1,""a1C1I000000DSQFUA4"":1,""a1C1I000000DSOrUAO"":1,""a1C1I000000DSOoUAO"":1,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOhUAO"":1,""a1C1I000000DSOLUA4"":1,""a1C1I000000DSPXUA4"":1,""a1C1I000000DSPTUA4"":1,""a1C1I000000DSOYUA4"":1,""a1C1I000000DSQZUA4"":2,""a1C1I000000DSP9UAO"":1,""a1C1I000000DSP7UAO"":1,""a1C1I000000DSP4UAO"":1,""a1C1I000000DSP0UAO"":1,""a1C1I000000DSOTUA4"":1,""a1C1I000000DSOyUAO"":1,""a1C1I000000DSP2UAO"":1,""a1C1I000000DSP6UAO"":1,""a1C1I000000DSP8UAO"":1,""a1C1I000000DSOuUAO"":1,""a1C1I000000DSPSUA4"":1,""a1C1I000000DSPVUA4"":1,""a1C1I000000DSPYUA4"":1,""a1C1I000000DSOfUAO"":1,""a1C1I000000DSOjUAO"":1,""a1C1I000000DSOmUAO"":1,""a1C1I000000DSOqUAO"":1,""a1C1I000000DSOsUAO"":1,""a1C1I000000DSOcUAO"":1}",003R000001XMzxwIAD,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,true,,,,,false,private,,001R000001kkqznIAA
"FON-Foxworth Consultants, LLC",Member,45 Mccouns Ln,Oyster Bay,New York,,United States,40.868473,-73.523033,Address,45 Mccouns Ln,Oyster Bay,New York,,United States,,,,(412)-684-4638,,0014W000020EtpOQAS,,,Agriculture,,,,,,,,,,,maxfoxworth@mailinator.com,0,false,100,,"{""a1C3s000003oNfAEAU"":1,""a1C3s000003oNf7EAE"":1,""a1C3s000003oNf3EAE"":1,""a1C6A0000031dOrUAI"":1,""a1C1I000000DSObUAO"":2,""a1C1I000000DSQXUA4"":3,""a1C1I000000DSQMUA4"":1,""a1C1I000000DSQGUA4"":1,""a1C1I000000DSQUUA4"":1,""a1C1I000000DSOZUA4"":1,""a1C3s000003oNezEAE"":1,""a1C3s000003oNf6EAE"":1,""a1C3s000003oNf9EAE"":1}",003R000001XN02cIAD,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzoIAA
FON-Rose Brixton Household,Non-Member,529 5th Ave,New York,New York,,United States,40.754429,-73.979683,Address,529 5th Ave,New York,New York,,United States,,,,(366)-750-3285,,0014W000020EtpPQAS,,,,,,,,,,,,,,chesterbrixton@mailinator.com,0,false,100,,"{""a1C1I000000DSPhUAO"":1,""a1C1I000000DSPgUAO"":2,""a1C1I000000DSOaUAO"":1,""a1C1I000000DSOqUAO"":1,""a1C1I000000DSOoUAO"":1,""a1C1I000000DSOjUAO"":1,""a1C1I000000DSOgUAO"":1,""a1C1I000000DSOeUAO"":1,""a1C1I000000DSQSUA4"":1,""a1C1I000000DSQMUA4"":1,""a1C1I000000DSPOUA4"":1,""a1C1I000000DSPLUA4"":1,""a1C1I000000DSPFUA4"":1,""a1C1I000000DSPDUA4"":1,""a1C1I000000DSOVUA4"":1,""a1C1I000000DSQJUA4"":1,""a1C1I000000DSPAUA4"":1,""a1C1I000000DSPEUA4"":1,""a1C1I000000DSPGUA4"":1,""a1C1I000000DSPNUA4"":1,""a1C1I000000DSQWUA4"":5,""a1C1I000000DSOMUA4"":1,""a1C1I000000DSOfUAO"":1,""a1C1I000000DSOhUAO"":1,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOpUAO"":1,""a1C1I000000DSOtUAO"":1}",003R000001XN02gIAD,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzpIAA
FON-Clayton Clintford Household,Non-Member,3240 15th street,Fargo,North Dakota,,United States,46.831343,-96.801605,Address,3240 15th street,Fargo,North Dakota,,United States,,,,(497)-707-9335,,0014W000020EtpQQAS,,,,,,,,,,,,,,claytonclintford@mailinator.com,100,false,100,,"{""a1C1I000000DSOrUAO"":1,""a1C1I000000DSOoUAO"":1,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOhUAO"":1,""a1C1I000000DSQUUA4"":2,""a1C1I000000DSPXUA4"":1,""a1C1I000000DSPVUA4"":1,""a1C1I000000DSPSUA4"":1,""a1C1I000000DSOYUA4"":1,""a1C1I000000DSPKUA4"":1,""a1C1I000000DSPCUA4"":1,""a1C1I000000DSOWUA4"":1,""a1C1I000000DSPGUA4"":1,""a1C1I000000DSPLUA4"":1,""a1C1I000000DSPRUA4"":1,""a1C1I000000DSPUUA4"":1,""a1C1I000000DSPWUA4"":1,""a1C1I000000DSPYUA4"":1,""a1C1I000000DSOMUA4"":1,""a1C1I000000DSOiUAO"":1,""a1C1I000000DSOmUAO"":1,""a1C1I000000DSOpUAO"":1,""a1C1I000000DSQEUA4"":1}",003R000001XMzyBIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzqIAA
FON-Flannigan Household,Non-Member,24614 Miller Hill Rd,Los Gatos,California,,United States,37.108749,-121.940523,Address,24614 Miller Hill Rd,Los Gatos,California,,United States,,,,(776)-351-3689,,0014W000020EtpRQAS,,,,,,,,,,,,,,claraflannigan@mailinator.com,0,false,0,,"{""a1C1I000000DSQGUA4"":1,""a1C1I000000DSQEUA4"":1,""a1C1I000000DSQXUA4"":4,""a1C1I000000DSPcUAO"":1,""a1C1I000000DSPaUAO"":1,""a1C1I000000DSPYUA4"":1,""a1C1I000000DSOXUA4"":1,""a1C1I000000DSPNUA4"":1,""a1C1I000000DSPJUA4"":1,""a1C1I000000DSPEUA4"":1,""a1C1I000000DSPBUA4"":1,""a1C1I000000DSOWUA4"":1,""a1C1I000000DSPAUA4"":1,""a1C1I000000DSPCUA4"":1,""a1C1I000000DSPHUA4"":1,""a1C1I000000DSPMUA4"":1,""a1C1I000000DSQUUA4"":2,""a1C1I000000DSPRUA4"":1,""a1C1I000000DSPZUA4"":1,""a1C1I000000DSPbUAO"":1,""a1C1I000000DSPfUAO"":1,""a1C1I000000DSQFUA4"":1,""a1C1I000000DSOOUA4"":1}",003R000001XMzyEIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzrIAA
FON-Etta Brown Household,Non-Member,7744 Mystic Lake Dr,Lake,Michigan,,United States,43.85301,-85.004822,Block,7744 Mystic Lake Dr,Lake,Michigan,,United States,,,,(742)-971-4413,,0014W000020EtpSQAS,,,,,,,,,,,,,,davidbrown@mailinator.com,0,false,100,,"{""a1C6A000001Bn7aUAC"":2,""a1C6A000001Bn7ZUAS"":2,""a1C1I000000DSOcUAO"":1,""a1C1I000000DSQFUA4"":1,""a1C1I000000DSQNUA4"":1,""a1C1I000000DSPJUA4"":1,""a1C1I000000DSPGUA4"":1,""a1C1I000000DSPEUA4"":1,""a1C1I000000DSPCUA4"":1,""a1C1I000000DSQZUA4"":1,""a1C1I000000DSQIUA4"":1,""a1C1I000000DSOVUA4"":1,""a1C1I000000DSPDUA4"":1,""a1C1I000000DSPFUA4"":1,""a1C1I000000DSPIUA4"":1,""a1C1I000000DSPPUA4"":1,""a1C1I000000DSQXUA4"":2,""a1C1I000000DSOZUA4"":1,""a1C6A000001D4zMUAS"":3}",003R000001XMzyGIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzsIAA
FON-National Association Guest Checkout Account,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpTQAS,,,,,,,,,,,,,,,0,false,100,,"{""a1C6A000001Bn7MUAS"":1,""a1C3s000003oNf9EAE"":2,""a1C3s000003oNf6EAE"":2,""a1C3s000003oNeyEAE"":2,""a1C6A000001CkroUAC"":1,""a1C6A000001Bn2gUAC"":5,""a1C6A000001x2Y3UAI"":2,""a1C6A000001Bn4wUAC"":1,""a1C6A000001w9oeUAA"":1,""a1C6A000001Bn7TUAS"":1,""a1C6A000001xDhGUAU"":3,""a1C6A000001Bn7YUAS"":2,""a1C6A000001Bn7XUAS"":4,""a1C6A000001Bn7OUAS"":2,""a1C6A000001xERGUA2"":2,""a1C6A000001CkreUAC"":2,""a1C6A000001Bn7cUAC"":2,""a1C1I000000DSPgUAO"":1,""a1C1I000000DSOQUA4"":2,""a1C1I000000DSQVUA4"":1,""a1C1I000000DSQLUA4"":1,""a1C1I000000DSQfUAO"":1,""a1C1I0000006w0bUAA"":1,""a1C1I000000DSQCUA4"":4,""a1C1I000000DSQgUAO"":7,""a1C1I000000DSQ6UAO"":7,""a1C1I000000DSQMUA4"":1,""a1C1I000000DSPlUAO"":1,""a1C6A000001Bn1HUAS"":13,""a1C6A000001xEPeUAM"":10,""a1C6A000001Bn4tUAC"":7,""a1C6A000001xDfyUAE"":3,""a1C6A000001Bn4vUAC"":1,""a1C6A000002MPpEUAW"":4,""a1C6A000002MPpYUAW"":4,""a1C3s000003oNf3EAE"":2,""a1C3s000003oNf7EAE"":2,""a1C3s000003oNfAEAU"":2,""a1C6A000001Bn7DUAS"":1,""a1C6A0000031dOrUAI"":2}",003R000001XMzy5IAD,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqztIAA
FON-INTERNATIONAL ASSOCIATION: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpUQAS,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzuIAA
FON-Guest Checkout Account Foundation Store,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpVQAS,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzvIAA
FON-FOUNDATION: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpWQAS,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzwIAA
FON-Default Account,Non-Member,,,,,,,,,,,,,,,,,+41 25 759 8046,,0014W000020EtpXQAS,,,,,,,,,,,,,,genevieveball@mailinator.com,,false,,,"{""a1C1I000000DSOdUAO"":1,""a1C1I000000DSOsUAO"":1,""a1C1I000000DSOqUAO"":1,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOiUAO"":1,""a1C1I000000DSOJUA4"":1,""a1C1I000000DSQLUA4"":1,""a1C1I000000DSPdUAO"":1,""a1C1I000000DSPVUA4"":1,""a1C1I000000DSOXUA4"":1,""a1C1I000000DSQDUA4"":1,""a1C1I000000DSPOUA4"":1,""a1C1I000000DSPMUA4"":1,""a1C1I000000DSPJUA4"":1,""a1C1I000000DSPHUA4"":1,""a1C1I000000DSPFUA4"":1,""a1C1I000000DSPBUA4"":1,""a1C1I000000DSOWUA4"":1,""a1C1I000000DSOvUAO"":1,""a1C1I000000DSP5UAO"":1,""a1C1I000000DSP9UAO"":1,""a1C1I000000DSP4UAO"":2,""a1C1I000000DSP1UAO"":2,""a1C1I000000DSOyUAO"":2,""a1C1I000000DSOwUAO"":1,""a1C1I000000DSQWUA4"":5,""a1C1I000000DSQXUA4"":2,""a1C1I000000DSOUUA4"":1,""a1C1I000000DSOxUAO"":2,""a1C1I000000DSOzUAO"":2,""a1C1I000000DSP3UAO"":1,""a1C1I000000DSP6UAO"":2,""a1C1I000000DSOTUA4"":1,""a1C1I000000DSP0UAO"":1,""a1C1I000000DSQIUA4"":1,""a1C1I000000DSPAUA4"":1,""a1C1I000000DSPEUA4"":1,""a1C1I000000DSPGUA4"":1,""a1C1I000000DSPIUA4"":1,""a1C1I000000DSPLUA4"":1,""a1C1I000000DSPNUA4"":1,""a1C1I000000DSPPUA4"":1,""a1C1I000000DSPUUA4"":1,""a1C1I000000DSPaUAO"":1,""a1C1I000000DSQFUA4"":1,""a1C1I000000DSQZUA4"":1,""a1C1I000000DSOeUAO"":1,""a1C1I000000DSOjUAO"":1,""a1C1I000000DSOoUAO"":1,""a1C1I000000DSOrUAO"":1,""a1C1I000000DSOPUA4"":1}",003R000001XMzzBIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzxIAA
FON-Farm Association of Europe,Non-Member,,,,,,,,,,,,,,,,,+41 45 286 6605,,0014W000020EtpYQAS,,,Agriculture,,,,,,,,,,,jacobbrown@mailinator.com,0,false,0,,"{""a1C1I000000DSObUAO"":1,""a1C1I000000DSOnUAO"":1,""a1C1I000000DSOlUAO"":1,""a1C1I000000DSOiUAO"":1,""a1C1I000000DSOtUAO"":2,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOgUAO"":2,""a1C1I000000DSOLUA4"":2,""a1C1I000000DSQXUA4"":2,""a1C1I000000DSQHUA4"":1,""a1C1I000000DSP8UAO"":1,""a1C1I000000DSP4UAO"":1,""a1C1I000000DSP1UAO"":1,""a1C1I000000DSOyUAO"":1,""a1C1I000000DSOwUAO"":1,""a1C1I000000DSOUUA4"":1,""a1C1I000000DSOxUAO"":1,""a1C1I000000DSOzUAO"":1,""a1C1I000000DSP3UAO"":1,""a1C1I000000DSP5UAO"":1,""a1C1I000000DSOvUAO"":1,""a1C1I000000DSQUUA4"":2,""a1C1I000000DSQKUA4"":1,""a1C1I000000DSOfUAO"":2,""a1C1I000000DSOhUAO"":2,""a1C1I000000DSOsUAO"":2,""a1C1I000000DSOZUA4"":1,""a1C1I000000DSOjUAO"":1,""a1C1I000000DSOmUAO"":1,""a1C1I000000DSOoUAO"":1}",003R000001XMzz5IAD,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzyIAA
FON-Western Hospital,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpZQAS,western.com,,,,2,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkqzzIAA
FON-Western Hospital,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpaQAC,western.com,,,,2,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr00IAA
FON-Johnny Co,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpbQAC,www.thebaseballdad.com,,,,1,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr01IAA
FON-Johnny Co,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpcQAC,www.thebaseballdad.com,,,,1,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr02IAA
FON-234,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpdQAC,www.tractionrec.com,,,,1,,,"CAT’s Early Learning Program (ELP) uses interactive drama to strengthen literacy, critical thinking, and essential social-emotional skills among pre-k through 2nd grade students. Additionally, the ELP team trains teachers in participant-centered pedagogy and drama strategies to help them meet Common Core Standards and better engage children, including those who are traditionally harder to reach.

In FY2016, with the support of the NYCT Brooke Astor Fund for NYC Education, ELP provided an intensive matrix of professional development workshops, in-class residences and parent workshops to 9 New York City public schools, to bolster literacy skills among high-poverty students. ELP also continued its partnerships with Birch Family Services, educational centers for young people with autism and other developmental disabilities; Homes for the Homeless, a group of Tier II transitional housing shelters for families; and with United Federation of Teachers, providing professional development workshops to its members.",,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr03IAA
FON-Traction Rec,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpeQAC,www.tractionrec.com,,,,1,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr04IAA
FON-Traction Rec,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpfQAC,www.tractionrec.com,,,,1,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr05IAA
FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,0014W000020EtpgQAC,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr06IAA
FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr07IAA
FON-INTERNATIONAL ASSOCIATION: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr08IAA
FON-INTERNATIONAL ASSOCIATION: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr09IAA
FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0AIAQ
FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0BIAQ
FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0CIAQ
FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0DIAQ
FON-Tom Jerry Person,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tj@mailinator.com,,false,,,"{""a1C6A000001Bn7cUAC"":1,""a1C6A000001Bn7WUAS"":1}",003R000001XMzzOIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0EIAQ
FON-Tory Kenton Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tkenton@mailinator.com,0,false,100,,"{""a1C6A000001Bn7aUAC"":2,""a1C6A000001Bn7bUAC"":4}",003R000001XMzyNIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0FIAQ
FON-Adam Sandler Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asandler@mailinator.com,,false,,,"{""a1C6A000001Bn7bUAC"":1}",003R000001XMzyKIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0GIAQ
FON-Anthony Brown Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abrown@mailinator.com,,false,,,,003R000001XMzyOIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0HIAQ
FON-Jason Thompson Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jthompson@mailinator.com,,false,,,,003R000001XMzyPIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0IIAQ
FON-Matthew Byers Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mbyers@mailinator.com,,false,,,,003R000001XMzyQIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0JIAQ
FON-Janice Smythe Household,Non-Member,1 Main Street,Annapolis,Maryland,21401,United States,38.977217,-76.487509,Block,1 Main Street,Annapolis,Maryland,21401,United States,,,,,,,,,,,,,,,,,,,,,,false,,,,003R000001XMzyRIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0KIAQ
FON-John Smithson Household,Non-Member,353 East 41st Street,Erie,Pennsylvania,16504,United States,42.10119,-80.056452,Address,353 East 41st Street,Erie,Pennsylvania,16504,United States,,,,,,,,,,,,,,,,,,,,,,false,,,,003R000001XMzySIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0LIAQ
FON-Lawrence Deegan Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldeegan@mailinator.com,,false,,,,003R000001XMzyTIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0MIAQ
FON-Parent Entity,Non-Member,475 L'Enfant Plaza Southwest,Washington,District of Columbia,20260,United States,38.88388,-77.026504,Address,475 L'Enfant Plaza Southwest,Washington,District of Columbia,20260,United States,,,,+41 25 759 8046,,,,,,,,,,,,,,,,genevieveball@mailinator.com,0,false,100,,"{""a1C6A000001Bn7QUAS"":1,""a1C6A000001Bn7VUAS"":7,""a1C6A000001Bn7NUAS"":4,""a1C6A000001Bn7OUAS"":6,""a1C6A000001Bn7uUAC"":4}",003R000001XMzyUIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0NIAQ
FON-Child Entity,Non-Member,7003 Glenn Dale Road,Glenn Dale,Maryland,20769,United States,38.986589,-76.818994,Address,7003 Glenn Dale Road,Glenn Dale,Maryland,20769,United States,,,,,,,,,,,,,,,,,,,,,,false,,,,003R000001XMzyVIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0OIAQ
FON - Grandchild Entity,Non-Member,"4420 Fairfax Drive, Suite 500",Arlington,Virginia,22203,United States,38.881797,-77.114492,Address,"4420 Fairfax Drive, Suite 500",Arlington,Virginia,22203,United States,,,,,,,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0PIAQ
null FON Overpayment on Invoice Example Person,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,"{""a1C6A000001Bn7PUAS"":1}",003R000001XN00BIAT,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0QIAQ
null FON Donation Backend Person,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0RIAQ
FON-Partner Account,Non-Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partner@mailinator.com,,false,,,,003R000001XMzyiIAD,false,false,false,,false,,false,,,,,,false,false,Household Informal Greeting,,,,,,,false,,,,,false,private,,001R000001kkr0SIAQ
