Id,EventApi__Assignment__c,Name,External_Id__c,EventApi__Event__c,EventApi__Account__c,EventApi__Contact__c,EventApi__Email__c,EventApi__Full_Name__c,EventApi__Is_Checked_In__c,EventApi__Is_Registered__c,EventApi__Preferred_Email__c,EventApi__Registration_Date__c,EventApi__Registration_Group__c,EventApi__Registration_Site_Url__c,EventApi__Sales_Order_Line__c,EventApi__Sales_Order__c,EventApi__Send_Notification__c,EventApi__Status__c,EventApi__Ticket_Type__c,EventApi__Registration_Total__c,EventApi__Contact_Created_by_System__c,EventApi__Invitation_Status__c,EventApi__Is_Invitation_Accepted__c,EventApi__Is_Invitation_Declined__c,EventApi__Is_Invitation_Not_Sent__c,EventApi__Is_Invitation_Sent__c,EventApi__Last_Invitation_Email_Sent__c,EventApi__Max_Guests_Allowed__c,EventApi__Refund_Requested__c,EventApi__Seat__c,EventApi__Send_Invitation_Email__c,EventApi__First_Name__c,EventApi__Last_Name__c,EventApi__Assigned_Guest_Ticket_Type__c,EventApi__Invitation_Source__c,Test_Engagement_Score__c,Event_Name__c,Event_NameDis__c,Ticket__c,EventApi__Assignment__r.External_Id__c,EventApi__Event__r.Id,EventApi__Account__r.External_Id__c,EventApi__Contact__r.External_Id__c,EventApi__Registration_Group__r.External_Id__c,EventApi__Sales_Order_Line__r.External_Id__c,EventApi__Sales_Order__r.External_Id__c,EventApi__Ticket_Type__r.External_Id__c,EventApi__Seat__r.External_Id__c,EventApi__Assigned_Guest_Ticket_Type__r.External_Id__c
a1W4W00000Aq8hMUAR,,000001437,110,a1Y4W000002r0bpUAA,,0034W00002DpofAQAR,dennisbrixton@mailinator.com,Dennis Brixton,false,false,dennisbrixton@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Dennis,Brixton,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,155,,,,43,,
a1W4W00000Aq8hNUAR,,000001438,111,a1Y4W000002r0bpUAA,,0034W00002DpodsQAB,rosebrixton@mailinator.com,Rose Brixton,false,false,rosebrixton@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Rose,Brixton,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,156,,,,43,,
a1W4W00000Aq8hOUAR,,000001439,112,a1Y4W000002r0bpUAA,,0034W00002DpofBQAR,chesterbrixton@mailinator.com,Chester Brixton,false,false,chesterbrixton@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Chester,Brixton,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,157,,,,43,,
a1W4W00000Aq8hPUAR,,000001444,113,a1Y4W000002r0bpUAA,,0034W00002DpofGQAR,samflannigan@mailinator.com,Sam Flannigan,false,false,samflannigan@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Sam,Flannigan,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,95,,,,43,,
a1W4W00000Aq8hQUAR,,000001445,114,a1Y4W000002r0bpUAA,,0034W00002DpofHQAR,claraflannigan@mailinator.com,Clara Flannigan,false,false,claraflannigan@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Clara,Flannigan,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,96,,,,43,,
a1W4W00000Aq8hRUAR,,000001446,115,a1Y4W000002r0bpUAA,,0034W00002DpofIQAR,rachelbrown@mailinator.com,Rachel Brown,false,false,rachelbrown@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Rachel,Brown,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,97,,,,43,,
a1W4W00000Aq8hSUAR,,000001447,116,a1Y4W000002r0bpUAA,,0034W00002Dpoh3QAB,hvassilis@mailinator.com,Helga Vassilis,false,false,hvassilis@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Helga,Vassilis,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,292,,,,43,,
a1W4W00000Aq8hTUAR,,000001448,117,a1Y4W000002r0bpUAA,,0034W00002DpodgQAB,staylor@mailinator.com,Sarah Taylor,false,false,staylor@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Sarah,Taylor,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,287,,,,43,,
a1W4W00000Aq8hUUAR,,000001449,118,a1Y4W000002r0bpUAA,,0034W00002DpodjQAB,cjones@mailinator.com,Claire Jones,false,false,cjones@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Claire,Jones,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,293,,,,43,,
a1W4W00000Aq8hVUAR,,000001461,119,a1Y4W000002r0bpUAA,,0034W00002DpoccQAB,examplerejoin@mailinator.com,Fon Example_ReJoin,false,false,examplerejoin@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Fon,Example_ReJoin,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,8,,,,43,,
a1W4W00000Aq8hWUAR,,000001462,120,a1Y4W000002r0bpUAA,,0034W00002Dpoe8QAB,fonrejoin@mailinator.com,FON Don't use this either,false,false,fonrejoin@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,FON,Don't use this either,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,7,,,,43,,
a1W4W00000Aq8hXUAR,,000001463,121,a1Y4W000002r0bpUAA,,0034W00002DpoeAQAR,robinmc.zphib@gmail.com,Robin May McMorris -test,false,false,robinmc.zphib@gmail.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Robin,May McMorris -test,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,11,,,,43,,
a1W4W00000Aq8hYUAR,,000001464,122,a1Y4W000002r0bpUAA,,0034W00002DpoeaQAB,testfon1@mailinator.com,test test,false,false,testfon1@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,test,test,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,110,,,,43,,
a1W4W00000Aq8hZUAR,,000001465,123,a1Y4W000002r0bpUAA,,0034W00002DpoebQAB,test123@mailinator.com,test12 test123,false,false,test123@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,test12,test123,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,111,,,,43,,
a1W4W00000Aq8haUAB,,000001466,124,a1Y4W000002r0bpUAA,,0034W00002DpoecQAB,adasdfasdf@mailcom.com,aaron test test A,false,false,adasdfasdf@mailcom.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,aaron test,test A,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,112,,,,43,,
a1W4W00000Aq8hbUAB,,000001467,125,a1Y4W000002r0bpUAA,,0034W00002DpoeiQAB,hgangil@fonteva.com,Hirdesh Gangil,false,false,hgangil@fonteva.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Hirdesh,Gangil,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,119,,,,43,,
a1W4W00000Aq8hcUAB,,000001468,126,a1Y4W000002r0bpUAA,,0034W00002DpoejQAB,yashtest@yopmail.com,Yash Test,false,false,yashtest@yopmail.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Yash,Test,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,120,,,,43,,
a1W4W00000Aq8hdUAB,,000001469,127,a1Y4W000002r0bpUAA,,0034W00002DpoekQAB,ssajid@fonteva.com,Syed Sajid,false,false,ssajid@fonteva.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Syed,Sajid,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,121,,,,43,,
a1W4W00000Aq8heUAB,,000001470,128,a1Y4W000002r0bpUAA,,0034W00002DpodlQAB,implementations@mailinator.com,Fonteva Implementations Community User,false,false,implementations@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Fonteva,Implementations Community User,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,306,,,,43,,
a1W4W00000Aq8hfUAB,,000001471,129,a1Y4W000002r0bpUAA,,0034W00002DpodUQAR,abrown@mailinator.com,Anthony Brown,false,false,abrown@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Anthony,Brown,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,277,,,,43,,
a1W4W00000Aq8hgUAB,,000001472,130,a1Y4W000002r0bpUAA,,0034W00002Dpoh7QAB,hazeldeegan@mailinator.com,Hazel Deegan,false,false,hazeldeegan@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Hazel,Deegan,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,298,,,,43,,
a1W4W00000Aq8hhUAB,,000001473,131,a1Y4W000002r0bpUAA,,0034W00002DpohGQAR,bpalladino@mailinator.com,Bill Palladino,false,false,bpalladino@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Bill,Palladino,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,308,,,,43,,
a1W4W00000Aq8hiUAB,,000001474,132,a1Y4W000002r0bpUAA,,0034W00002DpogpQAB,1individual@mailinator.com,One Individual,false,false,1individual@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,One,Individual,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,283,,,,43,,
a1W4W00000Aq8hjUAB,,000001475,133,a1Y4W000002r0bpUAA,,0034W00002DpohBQAR,sgupta@mailinator.com,Sandeep Gupta,false,false,sgupta@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Sandeep,Gupta,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,302,,,,43,,
a1W4W00000Aq8hkUAB,,000001476,134,a1Y4W000002r0bpUAA,,0034W00002DpohIQAR,mmiller@mailinator.com,Mac Miller,false,false,mmiller@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Mac,Miller,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,310,,,,43,,
a1W4W00000Aq8hlUAB,,000001477,135,a1Y4W000002r0bpUAA,,0034W00002DpohPQAR,vlupe@mailinator.com,Vanessa Lupe,false,false,vlupe@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Vanessa,Lupe,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,228,,,,43,,
a1W4W00000Aq8hmUAB,,000001478,136,a1Y4W000002r0bpUAA,,0034W00002DpodxQAB,stownsend@mailinator.com,Srini Townsend,false,false,stownsend@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Srini,Townsend,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,231,,,,43,,
a1W4W00000Aq8hnUAB,,000001479,137,a1Y4W000002r0bpUAA,,0034W00002DpocXQAR,kiki.symonds@mailinator.com,Kiki Symonds,false,false,kiki.symonds@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Kiki,Symonds,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,227,,,,43,,
a1W4W00000Aq8hoUAB,,000001480,138,a1Y4W000002r0bpUAA,,0034W00002DpohAQAR,mwinchester@mailinator.com,Mary Winchester,false,false,mwinchester@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Mary,Winchester,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,301,,,,43,,
a1W4W00000Aq8hpUAB,,000001481,139,a1Y4W000002r0bpUAA,,0034W00002DpohNQAR,bjaffee@mailinator.com,Brandon Jaffee,false,false,bjaffee@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Brandon,Jaffee,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,224,,,,43,,
a1W4W00000Aq8hqUAB,,000001482,140,a1Y4W000002r0bpUAA,,0034W00002DpodWQAR,mbyers@mailinator.com,Matthew Byers,false,false,mbyers@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,Matthew,Byers,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,279,,,,43,,
a1W4W00000Aq8hrUAB,,000001483,141,a1Y4W000002r0bpUAA,,0034W00002DpoeeQAB,test420-2@mailinator.com,test test420-2,false,false,test420-2@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,test,test420-2,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,114,,,,43,,
a1W4W00000Aq8hsUAB,,000001484,142,a1Y4W000002r0bpUAA,,0034W00002DpoedQAB,test0420@mailinator.com,test test0420,false,false,test0420@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,0,false,,false,test,test0420,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,113,,,,43,,
a1W4W00000Aq8htUAB,a0j4W00000E3JrzQAF,000001556,143,a1Y4W000002r0bqUAA,0014W000025FRkLQAW,0034W00002DpocUQAR,jnugget@mailinator.com,Jim Nugget,false,false,jnugget@mailinator.com,2020-07-24,a1Z4W00002A8wXHUAZ,,a1I4W00000HFZpKUAX,a1J4W00000CgFuIUAV,true,Registered,a1j4W00000SEaFzQAL,150,false,Not Sent,false,false,false,false,,,false,,false,Jim,Nugget,,,,2020 Annual Symposium,,,578,a1Y4W000002r0bqUAA,6,219,23,22,1208,71,,
a1W4W00000Aq8ffUAB,,000000669,144,a1Y4W000002r0bpUAA,0014W000025FRlJQAW,0034W00002DpodrQAB,evafoxworth@mailinator.com,Eva Foxworth,false,false,evafoxworth@mailinator.com,2019-07-24,a1Z4W00002A8wWvUAJ,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,,false,,false,Eva,Foxworth,,,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,16,152,1,,,43,,
a1W4W00000Aq8fgUAB,,000000670,145,a1Y4W000002r0bpUAA,0014W000025FRkKQAW,0034W00002DpodbQAB,bobkelley@mailinator.com,Bob Kelley,false,false,bobkelley@mailinator.com,2019-07-29,a1Z4W00002A8wWwUAJ,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,,false,,false,Bob,Kelley,,,,Fonteva Free Events Webinar,Fonteva Events Webinar,Webinar Ticket,,a1Y4W000002r0bpUAA,5,272,2,,,43,,
a1W4W00000Aq8fhUAB,,000000672,146,a1Y4W000002r0bpUAA,0014W000025FRkKQAW,0034W00002DpocTQAR,leilasimon@mailinator.com,Leila Simon,false,false,leilasimon@mailinator.com,2019-07-29,a1Z4W00002A8wWyUAJ,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,,false,,false,Leila,Simon,,,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,5,150,4,,,43,,
a1W4W00000Aq8fiUAB,a0j4W00000E3JpwQAF,000001253,147,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test,false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wWzUAJ,,a1I4W00000HFZjfUAH,a1J4W00000CgFoHUAV,false,Registered,a1j4W00000SEaFvQAL,100,false,Not Sent,false,false,true,false,,,false,,false,prathyusha,Test,,,,Annual Meeting (Community Event),,,346,a1Y4W000002r0bmUAA,21,1,5,603,2,20,,
a1W4W00000Aq8fjUAB,a0j4W00000E3JpxQAF,000001254,148,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wWzUAJ,,a1I4W00000HFZjgUAH,a1J4W00000CgFoHUAV,false,Registered,a1j4W00000SEaFvQAL,100,false,Not Sent,false,false,true,false,,,false,,false,prathyusha,Test (Guest),,,,Annual Meeting (Community Event),,,347,a1Y4W000002r0bmUAA,21,1,5,604,2,20,,
a1W4W00000Aq8fkUAB,a0j4W00000E3JpyQAF,000001255,149,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test,false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wX0UAJ,,a1I4W00000HFZjhUAH,a1J4W00000CgFoIUAV,false,Registered,a1j4W00000SEaFwQAL,100,false,Not Sent,false,false,true,false,,,false,a284W00000N1GHEQA3,false,prathyusha,Test,,,,Awards - Tables With Assigned Seating (Community Event),,,374,a1Y4W000002r0bnUAA,21,1,6,605,3,23,1,
a1W4W00000Aq8flUAB,a0j4W00000E3JpzQAF,000001256,150,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wX0UAJ,,a1I4W00000HFZjiUAH,a1J4W00000CgFoIUAV,false,Registered,a1j4W00000SEaFwQAL,100,false,Not Sent,false,false,true,false,,,false,a284W00000N1GHFQA3,false,prathyusha,Test (Guest),,,,Awards - Tables With Assigned Seating (Community Event),,,375,a1Y4W000002r0bnUAA,21,1,6,606,3,23,2,
a1W4W00000Aq8fmUAB,a0j4W00000E3Jq0QAF,000001257,151,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wX0UAJ,,a1I4W00000HFZjjUAH,a1J4W00000CgFoIUAV,false,Registered,a1j4W00000SEaFwQAL,100,false,Not Sent,false,false,true,false,,,false,a284W00000N1GHGQA3,false,prathyusha,Test (Guest),,,,Awards - Tables With Assigned Seating (Community Event),,,376,a1Y4W000002r0bnUAA,21,1,6,731,3,23,3,
a1W4W00000Aq8fnUAB,a0j4W00000E3Jq1QAF,000001258,152,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wX0UAJ,,a1I4W00000HFZjkUAH,a1J4W00000CgFoIUAV,false,Registered,a1j4W00000SEaFwQAL,100,false,Not Sent,false,false,true,false,,,false,a284W00000N1GHHQA3,false,prathyusha,Test (Guest),,,,Awards - Tables With Assigned Seating (Community Event),,,377,a1Y4W000002r0bnUAA,21,1,6,732,3,23,4,
a1W4W00000Aq8foUAB,a0j4W00000E3Jq2QAF,000001259,153,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,,test2@mailinator.com,Test Test2,false,false,test2@mailinator.com,2019-08-13,a1Z4W00002A8wX1UAJ,,a1I4W00000HFZjsUAH,a1J4W00000CgFoNUAV,false,Registered,a1j4W00000SEaFvQAL,100,true,Not Sent,false,false,true,false,,,false,,false,Test,Test2,,,,Annual Meeting (Community Event),,,378,a1Y4W000002r0bmUAA,21,,7,740,8,20,,
a1W4W00000Aq8fpUAB,a0j4W00000E3Jq3QAF,000001260,154,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,,test2@mailinator.com,Test Test2 (Guest),false,false,test2@mailinator.com,2019-08-13,a1Z4W00002A8wX1UAJ,,a1I4W00000HFZjtUAH,a1J4W00000CgFoNUAV,false,Registered,a1j4W00000SEaFvQAL,100,true,Not Sent,false,false,true,false,,,false,,false,Test,Test2 (Guest),,,,Annual Meeting (Community Event),,,379,a1Y4W000002r0bmUAA,21,,7,741,8,20,,
a1W4W00000Aq8fqUAB,,000001262,155,a1Y4W000002r0boUAA,,,kjhkhkj@mailinator.com,akjshakdfhkjh khkjhkjkh,false,false,kjhkhkj@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W3s000002kHC9EAM&event=a1Y6A000002a2ZGUAY,,,false,Accepted,a1j4W00000SEaFxQAL,0,false,Sent,true,false,false,true,2019-08-22T18:10:22.000+0000,1,false,,false,akjshakdfhkjh,khkjhkjkh,a1j4W00000SEaFxQAL,Manual Add Attendees,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,,,,,25,,25
a1W4W00000Aq8frUAB,,000001272,156,a1Y4W000002r0bpUAA,,0034W00002DpoeCQAR,dalzugaray@mailinator.com,Diego Alzugaray,false,false,dalzugaray@mailinator.com,2019-11-02,a1Z4W00002A8wX4UAJ,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,,false,,false,Diego,Alzugaray,,,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,14,10,,,43,,
a1W4W00000Aq8hxUAB,,000000325,157,a1Y4W000002r0btUAA,,0034W00002DpofDQAR,adamclintford@mailinator.com,Adam Clintford,false,false,adamclintford@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6.force.com/apex/eventapi__router?site=a0d1I00000056haQAA&event=a1Y1I000000AeTnUAK&attendee=a1W1I000000AIdhUAG,,,false,Invited,,10,false,Sent,false,false,false,true,2017-11-02T18:36:00.000+0000,0,false,,false,,,,,,Press Conference (Lightning Event),,,,a1Y4W000002r0btUAA,,92,,,,,,
a1W4W00000Aq8hyUAB,,000000326,158,a1Y4W000002r0brUAA,,0034W00002DpodbQAB,,Bob Kelley,false,false,demo@fonteva.com,2017-11-21,,https://us-tdm-tso-15eb63ff4c6.force.com/s,,,false,Registered,,0,false,Sent,false,false,false,true,2017-11-21T23:30:00.000+0000,,false,,false,,,,,,Awards Dinner (Lightning Event),Awards Dinner (Lightning Event),Member Pass,,a1Y4W000002r0brUAA,,272,,,,,,
a1W4W00000Aq8hzUAB,,000000327,159,a1Y4W000002r0brUAA,,0034W00002DpodbQAB,,Bob Kelley,false,false,demo@fonteva.com,2017-11-21,,https://us-tdm-tso-15eb63ff4c6.force.com/s,,,false,Registered,,0,false,Sent,false,false,false,true,2017-11-21T23:30:00.000+0000,,false,,false,,,,,,Awards Dinner (Lightning Event),Awards Dinner (Lightning Event),Member Pass,,a1Y4W000002r0brUAA,,272,,,,,,
a1W4W00000Aq8i0UAB,,000000430,160,a1Y4W000002r0btUAA,,0034W00002DpodbQAB,bob.kelly@mailinator.com,Bob Kelley,false,false,bob.kelly@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/apex/eventapi__router?site=a0d6A000001RhaTQAS&event=a1Y6A000000awjhUAA&attendee=a1W6A0000019yP1UAI,,,false,Invited,,10,false,Sent,false,false,false,true,2018-07-03T20:45:18.000+0000,0,false,,false,,,,,,Press Conference (Lightning Event),Press Conference (Lightning Event),Member Pass,,a1Y4W000002r0btUAA,,272,,,,,,
a1W4W00000Aq8i1UAB,,000000431,161,a1Y4W000002r0btUAA,,0034W00002DpodbQAB,anagaraj@fonteva.com,Bob Kelley,false,false,anagaraj@fonteva.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/apex/eventapi__router?site=a0d6A000001RhaTQAS&event=a1Y6A000000awjhUAA&attendee=a1W6A0000019yP6UAI,,,false,Invited,,10,false,Sent,false,false,false,true,2018-07-03T20:46:20.000+0000,0,false,,true,,,,,,Press Conference (Lightning Event),Press Conference (Lightning Event),Member,,a1Y4W000002r0btUAA,,272,,,,,,
a1W4W00000Aq8i2UAB,,000000432,162,a1Y4W000002r0btUAA,,0034W00002DpofDQAR,jsmith@fonteva.com,Adam Clintford,false,false,jsmith@fonteva.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/apex/eventapi__router?site=a0d6A000001RhaTQAS&event=a1Y6A000000awjhUAA&attendee=a1W6A0000019yPBUAY,,,false,Invited,,10,false,Declined,false,false,false,true,2018-07-03T21:10:08.000+0000,0,false,,false,,,,,,Press Conference (Lightning Event),,,,a1Y4W000002r0btUAA,,92,,,,,,
a1W4W00000Aq8i4UAB,a0j4W00000E3JytQAF,000000446,163,a1Y4W000002r0bmUAA,,,,george foreman,false,false,dalzugaray+gf@fonteva.com,2019-02-18,a1Z4W00002A8wXbUAJ,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,a1I4W00000HFZrwUAH,a1J4W00000CgG64UAF,false,Registered,a1j4W00000SEaG6QAL,275,true,Not Sent,false,false,true,false,,,false,,false,george,foreman,,,,Annual Meeting (Community Event),,,273,a1Y4W000002r0bmUAA,,,43,1428,602,22,,
