Id,IsDeleted,MasterRecordId,AccountId,LastName,FirstName,Salutation,Name,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,OtherAddress,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,CreatedDate,LastModifiedDate,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IsEmailBounced,PhotoUrl,Jigsaw,JigsawContactId,IndividualId,PagesApi__Site__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Assistant_Do_Not_Call__c,OrderApi__Assistant_Email_Opt_Out__c,OrderApi__Assistant_Email__c,OrderApi__Badges__c,OrderApi__Home_Do_Not_Call__c,OrderApi__Is_Primary_Contact__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Mobile_Do_Not_Call__c,OrderApi__Other_Do_Not_Call__c,OrderApi__Other_Email_Opt_Out__c,OrderApi__Other_Email__c,OrderApi__Outstanding_Credits__c,OrderApi__Personal_Email_Opt_Out__c,OrderApi__Personal_Email__c,OrderApi__Potential_Duplicate_Contacts__c,OrderApi__Preferred_Email_Type__c,OrderApi__Preferred_Email__c,OrderApi__Preferred_Phone_Type__c,OrderApi__Preferred_Phone__c,OrderApi__Price_Rules_Usages__c,OrderApi__Sync_Address_Billing__c,OrderApi__Sync_Address_Shipping__c,OrderApi__Sync_Email__c,OrderApi__Sync_Phone__c,OrderApi__Work_Do_Not_Call__c,OrderApi__Work_Email_Opt_Out__c,OrderApi__Work_Email__c,OrderApi__Work_Phone__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Auto_Calculate_Contact_Greetings__c,DonorApi__Auto_Calculate_Current_Ask_Amount__c,DonorApi__Current_Ask_Amount__c,DonorApi__Deceased__c,DonorApi__Default_Greeting_Type__c,DonorApi__Default_Greeting__c,DonorApi__Direct_Mail_Opt_Out__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Formal_Greeting__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Gifts_Value__c,DonorApi__Include_in_Household_Greetings__c,DonorApi__Languages__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Personal_Greeting__c,DonorApi__Personal_Recognition_Name__c,DonorApi__Primary_Relationship_Manager__c,DonorApi__Primary__c,DonorApi__Spouse__c,DonorApi__Suffix__c,OrderApi__Privacy_Settings__c,PagesApi__Cookie_Usage_Accepted__c,OrderApi__Edit_Community_Company_Info__c,OrderApi__Preferred_Language__c,MiddleName,Suffix,OtherStateCode,OtherCountryCode,MailingStateCode,MailingCountryCode,GDO_Data_Region__c,SF_CONTACT__c,Member_Since__c,Annual_Donations__c,Lifetime_Donations__c,Annual_Total_Spent__c,Lifetime_Total_Spent__c,Customer_Portal_User__c,Active_Membership_Types__c,DirectoryApi__Directory_Opt_Out__c,Role__c,Save_the_Whales_Donation_Levels__c,AsklandMemorialScholarshipDonationLevels__c,Donation_Programs__c,I_agree_to_terms_and_Conditions_above__c,Resident__c,Attendee_Name__c,Do_you_require_any_accessibility_Accomod__c,FON_Are_you_a_Member__c,State_Chapter__c,Local_Chapter__c,FontevaReports__Languages__c,FontevaReports__Level__c,DRCTS__Directory_Preferences__c,Site_Network_ID__c,MasterRecord.Id,Account.Id,ReportsTo.Id,Individual.Name,PagesApi__Site__r.Name,DonorApi__Primary_Relationship_Manager__r.Id,DonorApi__Spouse__r.Id,Customer_Portal_User__r.Name
0034W00002AU8VSQA1,false,,0014W000021flzUQAQ,Nguyen,Norman,,Norman Nguyen,Schutzenmattstrasse 11,Bern,,,Switzerland,,,,[object Object],Schutzenmattstrasse 11,Bern,,,Switzerland,46.953311860867814,7.440657649349577,Block,+41 47 843 8483,,+41 47 843 8483,,,,,normannguyen@mailinator.com,Department Head,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VSQA1,,,,,0,false,false,,FON-Organizational Member Badge,false,false,0,false,false,false,,,false,normannguyen@mailinator.com,,Personal,normannguyen@mailinator.com,Mobile,+41 47 843 8483,"{""a1C1I000000DSQSUA4"":1,""a1C1I000000DSQXUA4"":2,""a1C1I000000DSOZUA4"":1}",false,false,false,false,false,false,normannguyen@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,CH,,CH,,0034W000029mQHaQAM,2015-03-22,,,115,500,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzUQAQ,,,,,,
0034W00002AU8VTQA1,false,,0014W000021flzUQAQ,Curtis,William,,William Curtis,Schutzenmattstrasse 11,Bern,,,Switzerland,,,,[object Object],Dreikonigstrasse 26,Zurich,,,Switzerland,47.366737888320145,8.535363031240928,Block,+41 40 253 1669,,+41 40 253 1669,,,,,williamcurtis@mailinator.com,Chairman,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VTQA1,,,,,100,false,false,,"FON-Individual Member Badge,FON-Organizational Member Badge",false,true,300,false,false,false,,,false,williamcurtis@mailinator.com,,Personal,williamcurtis@mailinator.com,Mobile,+41 40 253 1669,"{""a1C1I000000DSOQUA4"":1,""a1C1I000000DSQWUA4"":3,""a1C1I000000DSQJUA4"":1}",false,false,false,false,false,false,williamcurtis@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,CH,,CH,,0034W000029mQHbQAM,2016-03-09,,,355,50,,Associate Membership,false,,,,,false,false,,,,,,,,,,,0014W000021flzUQAQ,,,,,,
0034W00002AU8VUQA1,false,,0014W000021flzUQAQ,Francis,Barbara,,Barbara Francis,Route de la Vignettz 46,Fribourg,,,Switzerland,,,,[object Object],Dreikonigstrasse 26,Zurich,,,Switzerland,47.366737888320145,8.535363031240928,Block,+41 61 101 4608,,+41 61 101 4608,,,,,barbarafrancis@mailinator.com,Section Head,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VUQA1,,,,,,false,false,,FON-Organizational Member Badge,false,false,,false,false,false,,,false,barbarafrancis@mailinator.com,,Personal,barbarafrancis@mailinator.com,Mobile,+41 61 101 4608,"{""a1C1I000000DSOZUA4"":1,""a1C1I000000DSQ1UAO"":1,""a1C1I000000DSPyUAO"":1,""a1C1I000000DSPvUAO"":1,""a1C1I000000DSQIUA4"":1,""a1C1I000000DSQUUA4"":3,""a1C1I000000DSQTUA4"":1}",false,false,true,true,false,false,barbarafrancis@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,CH,,CH,,0034W000029mQHcQAM,2015-03-10,,,110,17600,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzUQAQ,,,,,,
0034W00002AU8VVQA1,false,,0014W000021fm0TQAQ,Hernandez,Jose,,Jose Hernandez,20544 US 23 N,Chillicothe,Ohio,45601,United States,,,,[object Object],4931 Contec Dr,Lansing,Michigan,48910,United States,42.684568,-84.528277,Address,(590)-378-4568,,(590)-378-4568,,,,,josehernandez@mailinator.com,Executive Director,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VVQA1,,,,,25,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge",false,false,125,false,false,false,,,false,josehernandez@mailinator.com,,Personal,josehernandez@mailinator.com,Mobile,(590)-378-4568,"{""a1C1I000000DSQXUA4"":1,""a1C1I000000DSPMUA4"":1,""a1C1I000000DSPKUA4"":1,""a1C1I000000DSPIUA4"":1,""a1C1I000000DSPEUA4"":1,""a1C1I000000DSPCUA4"":1,""a1C1I000000DSPAUA4"":1,""a1C1I000000DSOVUA4"":1,""a1C1I000000DSPBUA4"":1,""a1C1I000000DSPDUA4"":1,""a1C1I000000DSPFUA4"":1,""a1C1I000000DSPJUA4"":1,""a1C1I000000DSPLUA4"":1,""a1C1I000000DSPOUA4"":1}",false,false,false,false,false,false,josehernandez@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,OH,US,MI,US,,0034W000029mQHdQAM,,,,225,255,,Professional Membership,false,,,,,false,true,,,,,,,,,,,0014W000021fm0TQAQ,,,,,,
0034W00002AU8VWQA1,false,,0014W000021fm0TQAQ,Hernandez,Della,,Della Hernandez,60 Elvira Ave,Falmouth,Massachusetts,2540,United States,,,,[object Object],4931 Contec Dr,Lansing,Michigan,48910,United States,42.684568,-84.528277,Address,(779)-325-4824,,(779)-325-4824,,,,,dellahernandez@mailinator.com,Deputy General Manager,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VWQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,dellahernandez@mailinator.com,,Personal,dellahernandez@mailinator.com,Mobile,(779)-325-4824,"{""a1C1I000000DSOPUA4"":1}",false,false,false,false,false,false,dellahernandez@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,MA,US,MI,US,,0034W000029mQHeQAM,,,,100,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm0TQAQ,,,,,,
0034W00002AU8VXQA1,false,,0014W000021fm0TQAQ,Morgan,Brant,,Brant Morgan,2020 Pennsylvania Ave,NW Washington,District of Columbia,20006,United States,,,,[object Object],133 Beaver Creek Rd,Loysburg,Pennsylvania,16659,United States,40.159077,-78.379837,Address,(928)-761-2508,,(928)-761-2508,,,,,bmorgan@mailinator.com,Senior Executive Vice President,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VXQA1,,,,,25,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge",false,false,125,false,false,false,,,false,bmorgan@mailinator.com,,Personal,bmorgan@mailinator.com,Mobile,(928)-761-2508,"{""a1C1I000000DSQZUA4"":1,""a1C1I000000DSPOUA4"":1,""a1C1I000000DSPMUA4"":1,""a1C1I000000DSPKUA4"":1,""a1C1I000000DSPIUA4"":1,""a1C1I000000DSOVUA4"":1,""a1C1I000000DSPCUA4"":1,""a1C1I000000DSPJUA4"":1,""a1C1I000000DSPLUA4"":1,""a1C1I000000DSPNUA4"":1,""a1C1I000000DSPPUA4"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,DC,US,PA,US,,0034W000029mQHfQAM,2014-10-04,,,,25,,Student Membership,false,,,,,false,false,,,,,,,,,,,0014W000021fm0TQAQ,,,,,,
0034W00002AU8WmQAL,false,,0014W000021flzVQAQ,Turner,Timmy,,Timmy Turner,,,,,,,,,,,,,,,,,,,,,,,,,tturner@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WmQAL,,,,,50,false,false,,FON-Donor Badge,false,false,50,false,false,false,,,false,tturner@mailinator.com,,Personal,tturner@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WnQAL,false,,0014W000021flzVQAQ,Miller,Mac,,Mac Miller,,,,,,,,,,,,,,,,,,,,,,,,,mmiller@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WnQAL,,,,,50,false,false,,FON-Donor Badge,false,false,50,false,false,false,,,false,mmiller@mailinator.com,,Personal,mmiller@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8THQA1,false,,0014W000021fm0MQAQ,Jeffery,William,,William Jeffery,,,,,,,,,,,,,,,,,,,,,,,,,wjeffery@mailinator.com,,,,,2019-03-01,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8THQA1,,,,,,false,false,,,false,true,,false,false,false,,,false,wjeffery@mailinator.com,,Personal,wjeffery@mailinator.com,Mobile,,"{""a1C6A000001D4zMUAS"":1,""a1C6A000001w9oeUAA"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,Student,,,,false,false,,,,Illinois Indiana,Chicago,,,,,,0014W000021fm0MQAQ,,,,,,
0034W00002AU8TIQA1,false,,0014W000021fm0NQAQ,Kelly,Jane,,Jane Kelly,,,,,,,,,,,,,,,,,,,,,,,,,jkelly@mailinator.com,,,,,2019-03-01,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TIQA1,,,,,,false,false,,,false,true,,false,false,false,,,false,jkelly@mailinator.com,,Personal,jkelly@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,Student,50,,Save the Whales,false,false,,,,,,,,,,,0014W000021fm0NQAQ,,,,,,
0034W00002AU8TJQA1,false,,0014W000021fm0OQAQ,O'Connell,Ruth,,Ruth O'Connell,,,,,,,,,,,,,,,,,,,,,,,,,ruth.oconnell@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TJQA1,,,,,,false,false,,,false,true,,false,false,false,,,false,ruth.oconnell@mailinator.com,,Personal,ruth.oconnell@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,Student,,,,false,false,,,,,,,,,,,0014W000021fm0OQAQ,,,,,,
0034W00002AU8TKQA1,false,,0014W000021fm0PQAQ,Jefferson,Wanda,,Wanda Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,wjefferson@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TKQA1,,,,,,false,false,,,false,true,,false,false,false,,,false,wjefferson@mailinator.com,,Personal,wjefferson@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm0PQAQ,,,,,,
0034W00002AU8TLQA1,false,,0014W000021fm0QQAQ,Gray,Felix,,Felix Gray,,,,,,,,,,,,,,,,,,,,,,,,,fgray@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TLQA1,,,,,,false,false,,,false,true,,false,false,false,,,false,fgray@mailinator.com,,Personal,fgray@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,Student,,,,false,false,,,,,,,,,,,0014W000021fm0QQAQ,,,,,,
0034W00002AU8WoQAL,false,,0014W000021flzVQAQ,Fitzpatrick,Stacey,,Stacey Fitzpatrick,,,,,,,,,,,,,,,,,,,,,,,,,sfitzpatrick@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WoQAL,,,,,,false,false,,,false,false,,false,false,false,,,false,sfitzpatrick@mailinator.com,,Personal,sfitzpatrick@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8RzQAL,false,,0014W000021flzTQAQ,Nugget,Jim,,Jim Nugget,,,,,,,,,,932 N Kenmore St,Arlington,Virginia,22201,United States,38.884071,-77.100456,Address,703-125-9878,,703-125-9878,,,,0034W00002AU8S8QAL,jnugget@mailinator.com,Administrative Assistant,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8RzQAL,,,,,,false,false,,"FON-Company Admin,FON-Company Manager,FON-Organizational Member Badge",false,false,,false,false,false,,,false,jnugget@mailinator.com,,Personal,jnugget@mailinator.com,Mobile,703-125-9878,"{""a1C3s000003oNfAEAU"":1,""a1C3s000003oNf7EAE"":1,""a1C3s000003oNf3EAE"":1,""a1C6A000001Bn7ZUAS"":2,""a1C3s000003oNeyEAE"":1,""a1C3s000003oNf6EAE"":1,""a1C3s000003oNf9EAE"":1}",false,false,false,false,false,false,jnugget@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,VA,US,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzTQAQ,0034W00002AU8S8QAL,,,,,
0034W00002AU8TPQA1,false,,0014W000021flzVQAQ,Burke,Mark,,Mark Burke,,,,,,,,,,,,,,,,,,,,,,,,,mburke@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TPQA1,,,,,50,false,false,,FON-Donor Badge,false,false,50,false,false,false,,,false,mburke@mailinator.com,,Personal,mburke@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WpQAL,false,,0014W000021flzVQAQ,Bieber,Gavin,,Gavin Bieber,,,,,,,,,,,,,,,,,,,,,,,,,gbieber@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WpQAL,,,,,,false,false,,,false,false,,false,false,false,,,false,gbieber@mailinator.com,,Personal,gbieber@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WqQAL,false,,0014W000021fm1QQAQ,Default Contact,Fonteva,,Fonteva Default Contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WqQAL,,,,,,false,false,,,false,false,,false,false,false,,,false,,,Personal,,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm1QQAQ,,,,,,
0034W00002AU8WrQAL,false,,0014W000021flzVQAQ,Yancy,Jakov,,Jakov Yancy,,,,,,,,,,,,,,,,,,,,,,,,,jyancy@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-09-17T07:07:25.000+0000,2020-09-17T07:07:26.000+0000,,,,2020-09-17T07:07:25.000+0000,2020-09-17T07:07:25.000+0000,,,false,/services/images/photo/0034W00002AU8WrQAL,,,,,,false,false,,,false,false,,false,false,false,,,false,jyancy@mailinator.com,,Personal,jyancy@mailinator.com,Mobile,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn7TUAS"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WsQAL,false,,0014W000021flzVQAQ,Jaffee,Brandon,,Brandon Jaffee,,,,,,,,,,,,,,,,,,,,,,,,,bjaffee@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WsQAL,,,,,,false,false,,,false,false,,false,false,false,,,false,bjaffee@mailinator.com,,Personal,bjaffee@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8TQQA1,false,,0014W000021flzVQAQ,Seidel,Nora,,Nora Seidel,,,,,,,,,,,,,,,,,,,,,,,,,nseidel@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TQQA1,,,,,0,false,false,,,false,false,100,false,false,false,,,false,nseidel@mailinator.com,,Personal,nseidel@mailinator.com,Mobile,,"{""a1C6A000001Bn7cUAC"":1,""a1C6A000001w9oeUAA"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WtQAL,false,,0014W000021flzVQAQ,Skinner,Letty,,Letty Skinner,,,,,,,,,,,,,,,,,,,,,,,,,lskinner@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WtQAL,,,,,,false,false,,,false,false,,false,false,false,,,false,lskinner@mailinator.com,,Personal,lskinner@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8S2QAL,false,,0014W000021flzVQAQ,Symonds,Kiki,,Kiki Symonds,,,,,,,,,,,,,,,,,,,,,,,,,kiki.symonds@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8S2QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,kiki.symonds@mailinator.com,,Personal,kiki.symonds@mailinator.com,Mobile,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WuQAL,false,,0014W000021flzVQAQ,Lupe,Vanessa,,Vanessa Lupe,,,,,,,,,,,,,,,,,,,,,,,,,vlupe@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WuQAL,,,,,,false,false,,,false,false,,false,false,false,,,false,vlupe@mailinator.com,,Personal,vlupe@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WvQAL,false,,0014W000021fm1RQAQ,Watson,Marleen,,Marleen Watson,,,,,,,,,,,,,,,,,,,,,,,,,marleen.watson@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WvQAL,,,,,,false,false,,,false,true,,false,false,false,,,false,marleen.watson@mailinator.com,,Personal,marleen.watson@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm1RQAQ,,,,,,
0034W00002AU8TRQA1,false,,0014W000021flzVQAQ,Mumbai,Babu,,Babu Mumbai,,,,,,,,,,,,,,,,,,,,,,,,,breeze_62@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TRQA1,,,,,0,false,false,,,false,false,100,false,false,false,,,false,breeze_62@mailinator.com,,Personal,breeze_62@mailinator.com,Mobile,,"{""a1C6A000001x2Y3UAI"":1,""a1C6A000001Bn4tUAC"":1,""a1C6A000001xEPeUAM"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
